,道琼斯工业指数
,DJI.GI
日期,收盘价
Date,close
2004-07-16,10139.7800
2004-07-19,10094.0600
2004-07-20,10149.0700
2004-07-21,10046.1300
2004-07-22,10050.3300
2004-07-23,9962.2200
2004-07-26,9961.9200
2004-07-27,10085.1400
2004-07-28,10117.0700
2004-07-29,10129.2400
2004-07-30,10139.7100
2004-08-02,10179.1600
2004-08-03,10120.2400
2004-08-04,10126.5100
2004-08-05,9963.0300
2004-08-06,9815.3300
2004-08-09,9814.6600
2004-08-10,9944.6700
2004-08-11,9938.3200
2004-08-12,9814.5900
2004-08-13,9825.3500
2004-08-16,9954.5500
2004-08-17,9972.8300
2004-08-18,10083.1500
2004-08-19,10040.8200
2004-08-20,10110.1400
2004-08-23,10073.0500
2004-08-24,10098.6300
2004-08-25,10181.7400
2004-08-26,10173.4100
2004-08-27,10195.0100
2004-08-30,10122.5200
2004-08-31,10173.9200
2004-09-01,10168.4600
2004-09-02,10290.2800
2004-09-03,10260.2000
2004-09-06,10260.2000
2004-09-07,10342.7900
2004-09-08,10313.3600
2004-09-09,10289.1000
2004-09-10,10313.0700
2004-09-13,10314.7600
2004-09-14,10318.1600
2004-09-15,10231.3600
2004-09-16,10244.4900
2004-09-17,10284.4600
2004-09-20,10204.8900
2004-09-21,10244.9300
2004-09-22,10109.1800
2004-09-23,10038.9000
2004-09-24,10047.2400
2004-09-27,9988.5400
2004-09-28,10077.4000
2004-09-29,10136.2400
2004-09-30,10080.2700
2004-10-08,10055.2000
2004-10-11,10081.9700
2004-10-12,10077.1800
2004-10-13,10002.3300
2004-10-14,9894.4500
2004-10-15,9933.3800
2004-10-18,9956.3200
2004-10-19,9897.6200
2004-10-20,9886.9300
2004-10-21,9865.7600
2004-10-22,9757.8100
2004-10-25,9749.9900
2004-10-26,9888.4800
2004-10-27,10002.0300
2004-10-28,10004.5400
2004-10-29,10027.4700
2004-11-01,10054.3900
2004-11-02,10035.7300
2004-11-03,10137.0500
2004-11-04,10314.7600
2004-11-05,10387.5400
2004-11-08,10391.3100
2004-11-09,10386.3700
2004-11-10,10385.4800
2004-11-11,10469.8400
2004-11-12,10539.0100
2004-11-15,10550.2400
2004-11-16,10487.6500
2004-11-17,10549.5700
2004-11-18,10572.5500
2004-11-19,10456.9100
2004-11-22,10489.4200
2004-11-23,10492.6000
2004-11-24,10520.3100
2004-11-25,10520.3100
2004-11-26,10522.2300
2004-11-29,10475.9000
2004-11-30,10428.0200
2004-12-01,10590.2200
2004-12-02,10585.1200
2004-12-03,10592.2100
2004-12-06,10547.0600
2004-12-07,10440.5800
2004-12-08,10494.2300
2004-12-09,10552.8200
2004-12-10,10543.2200
2004-12-13,10638.3200
2004-12-14,10676.4500
2004-12-15,10691.4500
2004-12-16,10705.6400
2004-12-17,10649.9200
2004-12-20,10661.6000
2004-12-21,10759.4300
2004-12-22,10815.8900
2004-12-23,10827.1200
2004-12-24,10827.1200
2004-12-27,10776.1300
2004-12-28,10854.5400
2004-12-29,10829.1900
2004-12-30,10800.3000
2004-12-31,10783.0100
2005-01-04,10630.7800
2005-01-05,10597.8300
2005-01-06,10622.8800
2005-01-07,10603.9600
2005-01-10,10621.0300
2005-01-11,10556.2200
2005-01-12,10617.7800
2005-01-13,10505.8300
2005-01-14,10558.0000
2005-01-17,10558.0000
2005-01-18,10628.7900
2005-01-19,10539.9700
2005-01-20,10471.4700
2005-01-21,10392.9900
2005-01-24,10368.6100
2005-01-25,10461.5600
2005-01-26,10498.5900
2005-01-27,10467.4000
2005-01-28,10427.2000
2005-01-31,10489.9400
2005-02-01,10551.9400
2005-02-02,10596.7900
2005-02-03,10593.1000
2005-02-04,10716.1300
2005-02-16,10834.8800
2005-02-17,10754.2600
2005-02-18,10785.2200
2005-02-21,10785.2200
2005-02-22,10611.2000
2005-02-23,10673.7900
2005-02-24,10748.7900
2005-02-25,10841.6000
2005-02-28,10766.2300
2005-03-01,10830.0000
2005-03-02,10811.9700
2005-03-03,10833.0300
2005-03-04,10940.5500
2005-03-07,10936.8600
2005-03-08,10912.6200
2005-03-09,10805.6200
2005-03-10,10851.5100
2005-03-11,10774.3600
2005-03-14,10804.5100
2005-03-15,10745.1000
2005-03-16,10633.0700
2005-03-17,10626.3500
2005-03-18,10629.6700
2005-03-21,10565.3900
2005-03-22,10470.5100
2005-03-23,10456.0200
2005-03-24,10442.8700
2005-03-25,10442.8700
2005-03-28,10485.6500
2005-03-29,10405.7000
2005-03-30,10540.9300
2005-03-31,10503.7600
2005-04-01,10404.3000
2005-04-04,10421.1400
2005-04-05,10458.4600
2005-04-06,10486.0200
2005-04-07,10546.3200
2005-04-08,10461.3400
2005-04-11,10448.5600
2005-04-12,10507.9700
2005-04-13,10403.9300
2005-04-14,10278.7500
2005-04-15,10087.5100
2005-04-18,10071.2500
2005-04-19,10127.4100
2005-04-20,10012.3600
2005-04-21,10218.6000
2005-04-22,10157.7100
2005-04-25,10242.4700
2005-04-26,10151.1300
2005-04-27,10198.8000
2005-04-28,10070.3700
2005-04-29,10192.5100
2005-05-09,10384.3400
2005-05-10,10281.1100
2005-05-11,10300.2500
2005-05-12,10189.4800
2005-05-13,10140.1200
2005-05-16,10252.2900
2005-05-17,10331.8800
2005-05-18,10464.4500
2005-05-19,10493.1900
2005-05-20,10471.9100
2005-05-23,10523.5600
2005-05-24,10503.6800
2005-05-25,10457.8000
2005-05-26,10537.6000
2005-05-27,10542.5500
2005-05-30,10542.5500
2005-05-31,10467.4800
2005-06-01,10549.8700
2005-06-02,10553.4900
2005-06-03,10460.9700
2005-06-06,10467.0300
2005-06-07,10483.0700
2005-06-08,10476.8600
2005-06-09,10503.0200
2005-06-10,10512.6300
2005-06-13,10522.5600
2005-06-14,10547.5700
2005-06-15,10566.3700
2005-06-16,10578.6500
2005-06-17,10623.0700
2005-06-20,10609.1100
2005-06-21,10599.6700
2005-06-22,10587.9300
2005-06-23,10421.4400
2005-06-24,10297.8400
2005-06-27,10290.7800
2005-06-28,10405.6300
2005-06-29,10374.4800
2005-06-30,10274.9700
2005-07-01,10303.4400
2005-07-04,10303.4400
2005-07-05,10371.8000
2005-07-06,10270.6800
2005-07-07,10302.2900
2005-07-08,10449.1400
2005-07-11,10519.7200
2005-07-12,10513.8900
2005-07-13,10557.3900
2005-07-14,10628.8900
2005-07-15,10640.8300
2005-07-18,10574.9900
2005-07-19,10646.5600
2005-07-20,10689.1500
2005-07-21,10627.7700
2005-07-22,10651.1800
2005-07-25,10596.4800
2005-07-26,10579.7700
2005-07-27,10637.0900
2005-07-28,10705.5500
2005-07-29,10640.9100
2005-08-01,10623.1500
2005-08-02,10683.7400
2005-08-03,10697.5900
2005-08-04,10610.1000
2005-08-05,10558.0300
2005-08-08,10536.9300
2005-08-09,10615.6700
2005-08-10,10594.4100
2005-08-11,10685.8900
2005-08-12,10600.3100
2005-08-15,10634.3800
2005-08-16,10513.4500
2005-08-17,10550.7100
2005-08-18,10554.9300
2005-08-19,10559.2300
2005-08-22,10569.8900
2005-08-23,10519.5800
2005-08-24,10434.8700
2005-08-25,10450.6300
2005-08-26,10397.2900
2005-08-29,10463.0500
2005-08-30,10412.8200
2005-08-31,10481.6000
2005-09-01,10459.6300
2005-09-02,10447.3700
2005-09-05,10447.3700
2005-09-06,10589.2400
2005-09-07,10633.5000
2005-09-08,10595.9300
2005-09-09,10678.5600
2005-09-12,10682.9400
2005-09-13,10597.4400
2005-09-14,10544.9000
2005-09-15,10558.7500
2005-09-16,10641.9400
2005-09-19,10557.6300
2005-09-20,10481.5200
2005-09-21,10378.0300
2005-09-22,10422.0500
2005-09-23,10419.5900
2005-09-26,10443.6300
2005-09-27,10456.2100
2005-09-28,10473.0900
2005-09-29,10552.7800
2005-09-30,10568.7000
2005-10-10,10238.7600
2005-10-11,10253.1700
2005-10-12,10216.9100
2005-10-13,10216.5900
2005-10-14,10287.3400
2005-10-17,10348.1000
2005-10-18,10285.2600
2005-10-19,10414.1300
2005-10-20,10281.1000
2005-10-21,10215.2200
2005-10-24,10385.0000
2005-10-25,10377.8700
2005-10-26,10344.9800
2005-10-27,10229.9500
2005-10-28,10402.7700
2005-10-31,10440.0700
2005-11-01,10406.7700
2005-11-02,10472.7300
2005-11-03,10522.5900
2005-11-04,10530.7600
2005-11-07,10586.2300
2005-11-08,10539.7200
2005-11-09,10546.2100
2005-11-10,10640.1000
2005-11-11,10686.0400
2005-11-14,10697.1700
2005-11-15,10686.4400
2005-11-16,10674.7600
2005-11-17,10720.2200
2005-11-18,10766.3300
2005-11-21,10820.2800
2005-11-22,10871.4300
2005-11-23,10916.0900
2005-11-24,10916.0900
2005-11-25,10931.6200
2005-11-28,10890.7200
2005-11-29,10888.1600
2005-11-30,10805.8700
2005-12-01,10912.5700
2005-12-02,10877.5100
2005-12-05,10835.0100
2005-12-06,10856.8600
2005-12-07,10810.9100
2005-12-08,10755.1200
2005-12-09,10778.5800
2005-12-12,10767.7700
2005-12-13,10823.7200
2005-12-14,10883.5100
2005-12-15,10881.6700
2005-12-16,10875.5900
2005-12-19,10836.5300
2005-12-20,10805.5500
2005-12-21,10833.7300
2005-12-22,10889.4400
2005-12-23,10883.2700
2005-12-26,10883.2700
2005-12-27,10777.7700
2005-12-28,10796.2600
2005-12-29,10784.8200
2005-12-30,10717.5000
2006-01-04,10880.1500
2006-01-05,10882.1500
2006-01-06,10959.3100
2006-01-09,11011.9000
2006-01-10,11011.5800
2006-01-11,11043.4400
2006-01-12,10962.3600
2006-01-13,10959.8700
2006-01-16,10959.8700
2006-01-17,10896.3200
2006-01-18,10854.8600
2006-01-19,10880.7100
2006-01-20,10667.3900
2006-01-23,10688.7700
2006-01-24,10712.2200
2006-01-25,10709.7400
2006-02-06,10798.2700
2006-02-07,10749.7600
2006-02-08,10858.6200
2006-02-09,10883.3500
2006-02-10,10919.0500
2006-02-13,10892.3200
2006-02-14,11028.3900
2006-02-15,11058.9700
2006-02-16,11120.6800
2006-02-17,11115.3200
2006-02-20,11115.3200
2006-02-21,11069.0600
2006-02-22,11137.1700
2006-02-23,11069.2200
2006-02-24,11061.8500
2006-02-27,11097.5500
2006-02-28,10993.4100
2006-03-01,11053.5300
2006-03-02,11025.5100
2006-03-03,11021.5900
2006-03-06,10958.5900
2006-03-07,10980.6900
2006-03-08,11005.7400
2006-03-09,10972.2800
2006-03-10,11076.3400
2006-03-13,11076.0200
2006-03-14,11151.3400
2006-03-15,11209.7700
2006-03-16,11253.2400
2006-03-17,11279.6500
2006-03-20,11274.5300
2006-03-21,11235.4700
2006-03-22,11317.4300
2006-03-23,11270.2900
2006-03-24,11279.9700
2006-03-27,11250.1100
2006-03-28,11154.5400
2006-03-29,11215.7000
2006-03-30,11150.7000
2006-03-31,11109.3200
2006-04-03,11144.9400
2006-04-04,11203.8500
2006-04-05,11239.5500
2006-04-06,11216.5000
2006-04-07,11120.0400
2006-04-10,11141.3300
2006-04-11,11089.6300
2006-04-12,11129.9700
2006-04-13,11137.6500
2006-04-14,11137.6500
2006-04-17,11073.7800
2006-04-18,11268.7700
2006-04-19,11278.7700
2006-04-20,11342.8900
2006-04-21,11347.4500
2006-04-24,11336.3200
2006-04-25,11283.2500
2006-04-26,11354.4900
2006-04-27,11382.5100
2006-04-28,11367.1400
2006-05-08,11584.5400
2006-05-09,11639.7700
2006-05-10,11642.6500
2006-05-11,11500.7300
2006-05-12,11380.9900
2006-05-15,11428.7700
2006-05-16,11419.8900
2006-05-17,11205.6100
2006-05-18,11128.2900
2006-05-19,11144.0600
2006-05-22,11125.3300
2006-05-23,11098.3500
2006-05-24,11117.3200
2006-05-25,11211.0500
2006-05-26,11278.6100
2006-05-29,11278.6100
2006-05-30,11094.4300
2006-05-31,11168.3100
2006-06-01,11260.2800
2006-06-02,11247.8700
2006-06-05,11048.7200
2006-06-06,11002.1400
2006-06-07,10930.9000
2006-06-08,10938.8200
2006-06-09,10891.9200
2006-06-12,10792.5800
2006-06-13,10706.1400
2006-06-14,10816.9200
2006-06-15,11015.1900
2006-06-16,11014.5500
2006-06-19,10942.1100
2006-06-20,10974.8400
2006-06-21,11079.4600
2006-06-22,11019.1100
2006-06-23,10989.0900
2006-06-26,11045.2800
2006-06-27,10924.7400
2006-06-28,10973.5600
2006-06-29,11190.8000
2006-06-30,11150.2200
2006-07-03,11228.0200
2006-07-04,11228.0200
2006-07-05,11151.8200
2006-07-06,11225.3000
2006-07-07,11090.6700
2006-07-10,11103.5500
2006-07-11,11134.7700
2006-07-12,11013.1800
2006-07-13,10846.2900
2006-07-14,10739.3500
2006-07-17,10747.3600
2006-07-18,10799.2300
2006-07-19,11011.4200
2006-07-20,10928.1000
2006-07-21,10868.3800
2006-07-24,11051.0500
2006-07-25,11103.7100
2006-07-26,11102.5100
2006-07-27,11100.4300
2006-07-28,11219.7000
2006-07-31,11185.6800
2006-08-01,11125.7300
2006-08-02,11199.9300
2006-08-03,11242.5900
2006-08-04,11240.3500
2006-08-07,11219.3800
2006-08-08,11173.5900
2006-08-09,11076.1800
2006-08-10,11124.3700
2006-08-11,11088.0300
2006-08-14,11097.8700
2006-08-15,11230.2600
2006-08-16,11327.1200
2006-08-17,11334.9600
2006-08-18,11381.4700
2006-08-21,11345.0500
2006-08-22,11339.8400
2006-08-23,11297.9000
2006-08-24,11304.4600
2006-08-25,11284.0500
2006-08-28,11352.0100
2006-08-29,11369.9400
2006-08-30,11382.9100
2006-08-31,11381.1500
2006-09-01,11464.1500
2006-09-04,11464.1500
2006-09-05,11469.2800
2006-09-06,11406.2000
2006-09-07,11331.4400
2006-09-08,11392.1100
2006-09-11,11396.8400
2006-09-12,11498.0900
2006-09-13,11543.3200
2006-09-14,11527.3900
2006-09-15,11560.7700
2006-09-18,11555.0000
2006-09-19,11540.9100
2006-09-20,11613.1900
2006-09-21,11533.2300
2006-09-22,11508.1000
2006-09-25,11575.8100
2006-09-26,11669.3900
2006-09-27,11689.2400
2006-09-28,11718.4500
2006-09-29,11679.0700
2006-10-09,11857.8100
2006-10-10,11867.1700
2006-10-11,11852.1300
2006-10-12,11947.7000
2006-10-13,11960.5100
2006-10-16,11980.6000
2006-10-17,11950.0200
2006-10-18,11992.6800
2006-10-19,12011.7300
2006-10-20,12002.3700
2006-10-23,12116.9100
2006-10-24,12127.8800
2006-10-25,12134.6800
2006-10-26,12163.6600
2006-10-27,12090.2600
2006-10-30,12086.5000
2006-10-31,12080.7300
2006-11-01,12031.0200
2006-11-02,12018.5400
2006-11-03,11986.0400
2006-11-06,12105.5500
2006-11-07,12156.7700
2006-11-08,12176.5400
2006-11-09,12103.3000
2006-11-10,12108.4300
2006-11-13,12131.8800
2006-11-14,12218.0100
2006-11-15,12251.7100
2006-11-16,12305.8200
2006-11-17,12342.5600
2006-11-20,12316.5400
2006-11-21,12321.5900
2006-11-22,12326.9500
2006-11-23,12326.9500
2006-11-24,12280.1700
2006-11-27,12121.7100
2006-11-28,12136.4500
2006-11-29,12226.7300
2006-11-30,12221.9300
2006-12-01,12194.1300
2006-12-04,12283.8500
2006-12-05,12331.6000
2006-12-06,12309.2500
2006-12-07,12278.4100
2006-12-08,12307.4900
2006-12-11,12328.4800
2006-12-12,12315.5800
2006-12-13,12317.5000
2006-12-14,12416.7600
2006-12-15,12445.5200
2006-12-18,12441.2700
2006-12-19,12471.3200
2006-12-20,12463.8700
2006-12-21,12421.2500
2006-12-22,12343.2200
2006-12-25,12343.2200
2006-12-26,12407.6300
2006-12-27,12510.5700
2006-12-28,12501.5200
2006-12-29,12463.1500
2007-01-04,12480.6900
2007-01-05,12398.0100
2007-01-08,12423.4900
2007-01-09,12416.6000
2007-01-10,12442.1600
2007-01-11,12514.9800
2007-01-12,12556.0800
2007-01-15,12556.0800
2007-01-16,12582.5900
2007-01-17,12577.1500
2007-01-18,12567.9300
2007-01-19,12565.5300
2007-01-22,12477.1600
2007-01-23,12533.8000
2007-01-24,12621.7700
2007-01-25,12502.5600
2007-01-26,12487.0200
2007-01-29,12490.7800
2007-01-30,12523.3100
2007-01-31,12621.6900
2007-02-01,12673.6800
2007-02-02,12653.4900
2007-02-05,12661.7400
2007-02-06,12666.3100
2007-02-07,12666.8700
2007-02-08,12637.6300
2007-02-09,12580.8300
2007-02-12,12552.5500
2007-02-13,12654.8500
2007-02-14,12741.8600
2007-02-15,12765.0100
2007-02-16,12767.5700
2007-02-26,12632.2600
2007-02-27,12216.2400
2007-02-28,12268.6300
2007-03-01,12234.3400
2007-03-02,12114.1000
2007-03-05,12050.4100
2007-03-06,12207.5900
2007-03-07,12192.4500
2007-03-08,12260.7000
2007-03-09,12276.3200
2007-03-12,12318.6200
2007-03-13,12075.9600
2007-03-14,12133.4000
2007-03-15,12159.6800
2007-03-16,12110.4100
2007-03-19,12226.1700
2007-03-20,12288.1000
2007-03-21,12447.5200
2007-03-22,12461.1400
2007-03-23,12481.0100
2007-03-26,12469.0700
2007-03-27,12397.2900
2007-03-28,12300.3600
2007-03-29,12348.7500
2007-03-30,12354.3500
2007-04-02,12382.3000
2007-04-03,12510.3000
2007-04-04,12530.0500
2007-04-05,12560.2000
2007-04-06,12560.2000
2007-04-09,12569.1400
2007-04-10,12573.8500
2007-04-11,12484.6200
2007-04-12,12552.9600
2007-04-13,12612.1300
2007-04-16,12720.4600
2007-04-17,12773.0400
2007-04-18,12803.8400
2007-04-19,12808.6300
2007-04-20,12961.9800
2007-04-23,12919.4000
2007-04-24,12953.9400
2007-04-25,13089.8900
2007-04-26,13105.5000
2007-04-27,13120.9400
2007-04-30,13062.9100
2007-05-08,13309.0700
2007-05-09,13362.8700
2007-05-10,13215.1300
2007-05-11,13326.2200
2007-05-14,13346.7800
2007-05-15,13383.8400
2007-05-16,13487.5300
2007-05-17,13476.7300
2007-05-18,13556.5300
2007-05-21,13542.8800
2007-05-22,13539.9500
2007-05-23,13525.6500
2007-05-24,13441.1300
2007-05-25,13507.2800
2007-05-28,13507.2800
2007-05-29,13521.3400
2007-05-30,13633.0800
2007-05-31,13627.6400
2007-06-01,13668.1100
2007-06-04,13676.3200
2007-06-05,13595.4600
2007-06-06,13465.6700
2007-06-07,13266.7300
2007-06-08,13424.3900
2007-06-11,13424.9600
2007-06-12,13295.0100
2007-06-13,13482.3500
2007-06-14,13553.7200
2007-06-15,13639.4800
2007-06-18,13612.9800
2007-06-19,13635.4200
2007-06-20,13489.4200
2007-06-21,13545.8400
2007-06-22,13360.2600
2007-06-25,13352.0500
2007-06-26,13337.6600
2007-06-27,13427.7300
2007-06-28,13422.2800
2007-06-29,13408.6200
2007-07-02,13535.4300
2007-07-03,13577.3000
2007-07-04,13577.3000
2007-07-05,13565.8400
2007-07-06,13611.6800
2007-07-09,13649.9700
2007-07-10,13501.7000
2007-07-11,13577.8700
2007-07-12,13861.7300
2007-07-13,13907.2500
2007-07-16,13950.9800
2007-07-17,13971.5500
2007-07-18,13918.2200
2007-07-19,14000.4100
2007-07-20,13851.0800
2007-07-23,13943.4200
2007-07-24,13716.9500
2007-07-25,13785.0700
2007-07-26,13473.5700
2007-07-27,13265.4700
2007-07-30,13358.3100
2007-07-31,13211.9900
2007-08-01,13362.3700
2007-08-02,13463.3300
2007-08-03,13181.9100
2007-08-06,13468.7800
2007-08-07,13504.3000
2007-08-08,13657.8600
2007-08-09,13270.6800
2007-08-10,13239.5400
2007-08-13,13236.5300
2007-08-14,13028.9200
2007-08-15,12861.4700
2007-08-16,12845.7800
2007-08-17,13079.0800
2007-08-20,13121.3500
2007-08-21,13090.8600
2007-08-22,13236.1300
2007-08-23,13235.8800
2007-08-24,13378.8700
2007-08-27,13322.1300
2007-08-28,13041.8500
2007-08-29,13289.2900
2007-08-30,13238.7300
2007-08-31,13357.7400
2007-09-03,13357.7400
2007-09-04,13448.8600
2007-09-05,13305.4700
2007-09-06,13363.3500
2007-09-07,13113.3800
2007-09-10,13127.8500
2007-09-11,13308.3900
2007-09-12,13291.6500
2007-09-13,13424.8800
2007-09-14,13442.5200
2007-09-17,13403.4200
2007-09-18,13739.3900
2007-09-19,13815.5600
2007-09-20,13766.7000
2007-09-21,13820.1900
2007-09-24,13759.0600
2007-09-25,13778.6500
2007-09-26,13878.1500
2007-09-27,13912.9400
2007-09-28,13895.6300
2007-10-08,14043.7300
2007-10-09,14164.5300
2007-10-10,14078.6900
2007-10-11,14015.1200
2007-10-12,14093.0800
2007-10-15,13984.8000
2007-10-16,13912.9400
2007-10-17,13892.5400
2007-10-18,13888.9600
2007-10-19,13522.0200
2007-10-22,13566.9700
2007-10-23,13676.2300
2007-10-24,13675.2500
2007-10-25,13671.9200
2007-10-26,13806.7000
2007-10-29,13870.2600
2007-10-30,13792.4700
2007-10-31,13930.0100
2007-11-01,13567.8700
2007-11-02,13595.1000
2007-11-05,13543.4000
2007-11-06,13660.9400
2007-11-07,13300.0200
2007-11-08,13266.2900
2007-11-09,13042.7400
2007-11-12,12987.5500
2007-11-13,13307.0900
2007-11-14,13231.0100
2007-11-15,13110.0500
2007-11-16,13176.7900
2007-11-19,12958.4400
2007-11-20,13010.1400
2007-11-21,12799.0400
2007-11-22,12799.0400
2007-11-23,12980.8800
2007-11-26,12743.4400
2007-11-27,12958.4400
2007-11-28,13289.4500
2007-11-29,13311.7300
2007-11-30,13371.7200
2007-12-03,13314.5700
2007-12-04,13248.7300
2007-12-05,13444.9600
2007-12-06,13619.8900
2007-12-07,13625.5800
2007-12-10,13727.0300
2007-12-11,13432.7700
2007-12-12,13473.9000
2007-12-13,13517.9600
2007-12-14,13339.8500
2007-12-17,13167.2000
2007-12-18,13232.4700
2007-12-19,13207.2700
2007-12-20,13245.6400
2007-12-21,13450.6500
2007-12-24,13549.3300
2007-12-25,13549.3300
2007-12-26,13551.6900
2007-12-27,13359.6100
2007-12-28,13365.8700
2008-01-02,13043.9600
2008-01-03,13056.7200
2008-01-04,12800.1800
2008-01-07,12827.4900
2008-01-08,12589.0700
2008-01-09,12735.3100
2008-01-10,12853.0900
2008-01-11,12606.3000
2008-01-14,12778.1500
2008-01-15,12501.1100
2008-01-16,12466.1600
2008-01-17,12159.2100
2008-01-18,12099.3000
2008-01-21,12099.3000
2008-01-22,11971.1900
2008-01-23,12270.1700
2008-01-24,12378.6100
2008-01-25,12207.1700
2008-01-28,12383.8900
2008-01-29,12480.3000
2008-01-30,12442.8300
2008-01-31,12650.3600
2008-02-01,12743.1900
2008-02-04,12635.1600
2008-02-05,12265.1300
2008-02-13,12552.2400
2008-02-14,12376.9800
2008-02-15,12348.2100
2008-02-18,12348.2100
2008-02-19,12337.2200
2008-02-20,12427.2600
2008-02-21,12284.3000
2008-02-22,12381.0200
2008-02-25,12570.2200
2008-02-26,12684.9200
2008-02-27,12694.2800
2008-02-28,12582.1800
2008-02-29,12266.3900
2008-03-03,12258.9000
2008-03-04,12213.8000
2008-03-05,12254.9900
2008-03-06,12040.3900
2008-03-07,11893.6900
2008-03-10,11740.1500
2008-03-11,12156.8100
2008-03-12,12110.2400
2008-03-13,12145.7400
2008-03-14,11951.0900
2008-03-17,11972.2500
2008-03-18,12392.6600
2008-03-19,12099.6600
2008-03-20,12361.3200
2008-03-21,12361.3200
2008-03-24,12548.6400
2008-03-25,12532.6000
2008-03-26,12422.8600
2008-03-27,12302.4600
2008-03-28,12216.4000
2008-03-31,12262.8900
2008-04-01,12654.3600
2008-04-02,12605.8300
2008-04-03,12626.0300
2008-04-07,12612.4300
2008-04-08,12576.4400
2008-04-09,12527.2600
2008-04-10,12581.9800
2008-04-11,12325.4200
2008-04-14,12302.0600
2008-04-15,12362.4700
2008-04-16,12619.2700
2008-04-17,12620.4900
2008-04-18,12849.3600
2008-04-21,12825.0200
2008-04-22,12720.2300
2008-04-23,12763.2200
2008-04-24,12848.9500
2008-04-25,12891.8600
2008-04-28,12871.7500
2008-04-29,12831.9400
2008-04-30,12820.1300
2008-05-05,12969.5400
2008-05-06,13020.8300
2008-05-07,12814.3500
2008-05-08,12866.7800
2008-05-09,12745.8800
2008-05-12,12876.3100
2008-05-13,12832.1800
2008-05-14,12898.3800
2008-05-15,12992.6600
2008-05-16,12986.8000
2008-05-19,13028.1600
2008-05-20,12828.6800
2008-05-21,12601.1900
2008-05-22,12625.6200
2008-05-23,12479.6300
2008-05-26,12479.6300
2008-05-27,12548.3500
2008-05-28,12594.0300
2008-05-29,12646.2200
2008-05-30,12638.3200
2008-06-02,12503.8200
2008-06-03,12402.8500
2008-06-04,12390.4800
2008-06-05,12604.4500
2008-06-06,12209.8100
2008-06-10,12289.7600
2008-06-11,12083.7700
2008-06-12,12141.5800
2008-06-13,12307.3500
2008-06-16,12269.0800
2008-06-17,12160.3000
2008-06-18,12029.0600
2008-06-19,12063.0900
2008-06-20,11842.6900
2008-06-23,11842.3600
2008-06-24,11807.4300
2008-06-25,11811.8300
2008-06-26,11453.4200
2008-06-27,11346.5100
2008-06-30,11350.0100
2008-07-01,11382.2600
2008-07-02,11215.5100
2008-07-03,11288.5400
2008-07-04,11288.5400
2008-07-07,11231.9600
2008-07-08,11384.2100
2008-07-09,11147.4400
2008-07-10,11229.0200
2008-07-11,11100.5400
2008-07-14,11055.1900
2008-07-15,10962.5400
2008-07-16,11239.2800
2008-07-17,11446.6600
2008-07-18,11496.5700
2008-07-21,11467.3400
2008-07-22,11602.5000
2008-07-23,11632.3800
2008-07-24,11349.2800
2008-07-25,11370.6900
2008-07-28,11131.0800
2008-07-29,11397.5600
2008-07-30,11583.6900
2008-07-31,11378.0200
2008-08-01,11326.3200
2008-08-04,11284.1500
2008-08-05,11615.7700
2008-08-06,11656.0700
2008-08-07,11431.4300
2008-08-08,11734.3200
2008-08-11,11782.3500
2008-08-12,11642.4700
2008-08-13,11532.9600
2008-08-14,11615.9300
2008-08-15,11659.9000
2008-08-18,11479.3900
2008-08-19,11348.5500
2008-08-20,11417.4300
2008-08-21,11430.2100
2008-08-22,11628.0600
2008-08-25,11386.2500
2008-08-26,11412.8700
2008-08-27,11502.5100
2008-08-28,11715.1800
2008-08-29,11543.5500
2008-09-01,11543.5500
2008-09-02,11516.9200
2008-09-03,11532.8800
2008-09-04,11188.2300
2008-09-05,11220.9600
2008-09-08,11510.7400
2008-09-09,11230.7300
2008-09-10,11268.9200
2008-09-11,11433.7100
2008-09-12,11421.9900
2008-09-16,11059.0200
2008-09-17,10609.6600
2008-09-18,11019.6900
2008-09-19,11388.4400
2008-09-22,11015.6900
2008-09-23,10854.1700
2008-09-24,10825.1700
2008-09-25,11022.0600
2008-09-26,11143.1300
2008-10-06,9955.5000
2008-10-07,9447.1100
2008-10-08,9258.1000
2008-10-09,8579.1900
2008-10-10,8451.1900
2008-10-13,9387.6100
2008-10-14,9310.9900
2008-10-15,8577.9100
2008-10-16,8979.2600
2008-10-17,8852.2200
2008-10-20,9265.4300
2008-10-21,9033.6600
2008-10-22,8519.2100
2008-10-23,8691.2500
2008-10-24,8378.9500
2008-10-27,8175.7700
2008-10-28,9065.1200
2008-10-29,8990.9600
2008-10-30,9180.6900
2008-10-31,9325.0100
2008-11-03,9319.8300
2008-11-04,9625.2800
2008-11-05,9139.2700
2008-11-06,8695.7900
2008-11-07,8943.8100
2008-11-10,8870.5400
2008-11-11,8693.9600
2008-11-12,8282.6600
2008-11-13,8835.2500
2008-11-14,8497.3100
2008-11-17,8273.5800
2008-11-18,8424.7500
2008-11-19,7997.2800
2008-11-20,7552.2900
2008-11-21,8046.4200
2008-11-24,8443.3900
2008-11-25,8479.4700
2008-11-26,8726.6100
2008-11-27,8726.6100
2008-11-28,8829.0400
2008-12-01,8149.0900
2008-12-02,8419.0900
2008-12-03,8591.6900
2008-12-04,8376.2400
2008-12-05,8635.4200
2008-12-08,8934.1800
2008-12-09,8691.3300
2008-12-10,8761.4200
2008-12-11,8565.0900
2008-12-12,8629.6800
