Wind,,,,
时间区间,2004-06-01:2020-03-06,1947-01-28:2020-03-05,1975-01-02:2020-03-06,1988-06-23:2020-03-06
频率,日,日,日,日
指标名称,南华综合指数,CRB现货指数:综合,期货收盘价(连续):COMEX黄金,期货结算价(连续):布伦特原油
2014-03-18,"1,105.76",485.86,"1,353.40",106.79
2014-03-19,"1,108.15",487.06,"1,332.70",105.85
2014-03-20,"1,105.38",488.62,"1,326.00",106.45
2014-03-21,"1,101.70",488.56,"1,335.80",106.92
2014-03-24,"1,104.97",490.58,"1,311.70",106.81
2014-03-25,"1,115.25",492.61,"1,311.10",106.99
2014-03-26,"1,116.72",492.47,"1,311.80",107.03
2014-03-27,"1,115.81",494.13,0.00,107.83
2014-03-28,"1,126.14",493.69,"1,294.40",108.07
2014-03-31,"1,127.56",493.68,"1,283.40",107.76
2014-04-01,"1,131.24",494.92,"1,279.00",105.62
2014-04-02,"1,127.05",492.92,"1,290.00",104.79
2014-04-03,"1,125.84",494.49,"1,286.60",106.15
2014-04-04,"1,133.19",494.06,"1,302.00",106.72
2014-04-07,0.00,493.99,"1,296.80",105.82
2014-04-08,"1,139.70",495.67,"1,308.30",107.67
2014-04-09,"1,132.45",495.25,"1,310.80",107.98
2014-04-10,"1,127.84",493.89,"1,318.30",107.46
2014-04-11,"1,128.42",493.16,"1,318.10",107.33
2014-04-14,"1,130.72",499.25,"1,325.70",109.07
2014-04-15,"1,131.40",499.29,"1,302.90",108.74
2014-04-16,"1,130.04",499.18,"1,302.20",109.60
2014-04-17,"1,129.89",499.54,"1,293.80",109.53
2014-04-18,"1,116.99",0.00,0.00,0.00
2014-04-21,"1,110.32",498.19,"1,289.80",109.95
2014-04-22,"1,113.80",499.42,"1,282.30",109.27
2014-04-23,"1,115.42",500.09,"1,284.00",109.11
2014-04-24,"1,120.51",500.65,"1,291.30",110.33
2014-04-25,"1,122.46",500.26,"1,300.50",109.58
2014-04-28,"1,124.25",500.76,"1,299.10",108.12
2014-04-29,"1,123.48",501.42,"1,294.80",108.98
2014-04-30,"1,119.49",501.35,"1,292.30",108.07
2014-05-01,0.00,501.33,"1,285.20",107.76
2014-05-02,0.00,502.39,"1,297.90",108.59
2014-05-05,"1,118.00",503.29,"1,309.80",107.72
2014-05-06,"1,111.22",504.52,"1,308.40",107.06
2014-05-07,"1,109.29",503.68,"1,289.80",108.13
2014-05-08,"1,104.53",502.99,"1,289.60",108.04
2014-05-09,"1,105.84",501.14,0.00,107.89
2014-05-12,"1,114.25",501.09,"1,295.90",108.41
2014-05-13,"1,116.43",502.82,"1,293.30",109.24
2014-05-14,"1,123.26",502.25,"1,306.90",110.19
2014-05-15,"1,119.77",500.96,"1,296.60",110.44
2014-05-16,"1,109.43",500.49,0.00,109.75
2014-05-19,"1,118.83",499.51,0.00,109.37
2014-05-20,"1,117.26",499.98,"1,290.10",109.69
2014-05-21,"1,113.51",499.05,"1,287.40",110.55
2014-05-22,"1,118.31",498.66,"1,294.90",110.36
2014-05-23,"1,121.75",498.31,"1,293.40",110.54
2014-05-26,"1,131.05",0.00,0.00,110.32
2014-05-27,"1,125.27",498.99,"1,277.40",110.02
2014-05-28,"1,123.44",499.23,0.00,109.81
2014-05-29,"1,119.91",499.65,"1,254.60",109.97
2014-05-30,"1,116.75",497.99,"1,250.50",109.41
2014-06-02,0.00,498.64,"1,242.90",108.83
2014-06-03,"1,112.90",497.34,"1,244.70",108.82
2014-06-04,"1,112.25",497.84,"1,243.30",108.40
2014-06-05,"1,116.57",496.84,"1,253.50",108.79
2014-06-06,"1,116.38",497.19,"1,252.50",108.61
2014-06-09,"1,112.82",497.08,"1,256.00",109.99
2014-06-10,"1,112.40",497.81,"1,261.20",109.52
2014-06-11,"1,111.36",491.86,"1,260.10",109.95
2014-06-12,"1,104.93",491.74,"1,272.70",113.02
2014-06-13,"1,110.75",492.48,"1,274.70",113.41
2014-06-16,"1,110.83",491.77,"1,271.00",112.94
2014-06-17,"1,110.86",491.13,"1,270.30",113.45
2014-06-18,"1,109.74",493.76,"1,272.70",114.26
2014-06-19,"1,110.55",495.39,"1,320.10",115.06
2014-06-20,"1,124.38",496.10,"1,314.80",114.81
2014-06-23,"1,131.47",497.36,"1,316.60",114.12
2014-06-24,"1,128.81",497.15,"1,318.90",114.46
2014-06-25,"1,129.39",496.97,"1,321.80",114.00
2014-06-26,"1,136.96",496.38,"1,316.20",113.21
2014-06-27,"1,132.00",497.23,"1,315.40",113.30
2014-06-30,"1,126.37",496.40,"1,328.40",112.36
2014-07-01,"1,123.05",497.09,"1,326.90",112.29
2014-07-02,"1,122.55",496.86,"1,329.20",111.24
2014-07-03,"1,122.04",496.00,"1,319.80",111.00
2014-07-04,"1,119.59",0.00,0.00,110.64
2014-07-07,"1,106.62",494.71,"1,320.30",110.24
2014-07-08,"1,110.14",493.87,"1,316.00",108.94
2014-07-09,"1,104.36",492.11,"1,330.40",108.28
2014-07-10,"1,101.39",491.82,"1,337.80",108.67
2014-07-11,"1,100.10",489.24,"1,339.00",106.66
2014-07-14,"1,098.90",489.94,"1,308.40",106.98
2014-07-15,"1,097.82",489.56,"1,295.00",106.02
2014-07-16,"1,097.54",488.82,"1,298.40",105.85
2014-07-17,"1,096.37",489.41,"1,316.50",107.89
2014-07-18,"1,091.07",488.41,"1,310.40",107.24
2014-07-21,"1,091.70",488.86,"1,313.40",107.68
2014-07-22,"1,096.54",488.41,"1,319.00",107.33
2014-07-23,"1,092.55",489.88,0.00,108.03
2014-07-24,"1,092.71",490.44,"1,297.50",107.07
2014-07-25,"1,091.44",490.45,"1,294.80",108.39
2014-07-28,"1,094.47",490.92,"1,305.20",107.57
2014-07-29,"1,101.76",490.36,"1,310.00",107.72
2014-07-30,"1,094.79",488.74,"1,295.60",106.51
2014-07-31,"1,094.55",488.47,"1,281.70",106.02
2014-08-01,"1,087.27",487.27,"1,293.10",104.84
2014-08-04,"1,096.05",488.36,"1,288.30",105.41
2014-08-05,"1,095.26",487.03,"1,287.70",104.61
2014-08-06,"1,090.76",487.80,"1,305.80",104.59
2014-08-07,"1,094.53",486.09,"1,311.40",105.44
2014-08-08,"1,092.62",484.58,"1,310.60",105.02
2014-08-11,"1,091.10",484.92,"1,307.50",104.68
2014-08-12,"1,084.97",483.54,"1,309.00",103.02
2014-08-13,"1,080.68",484.13,"1,311.90",104.28
2014-08-14,"1,068.12",483.76,"1,311.90",102.01
2014-08-15,"1,073.33",483.46,"1,304.00",103.53
2014-08-18,"1,069.53",482.69,"1,299.30",101.60
2014-08-19,"1,071.68",482.53,"1,294.00",101.56
2014-08-20,"1,066.69",482.85,"1,288.40",102.28
2014-08-21,"1,071.16",484.37,"1,276.30",102.63
2014-08-22,"1,075.05",485.20,"1,279.90",102.29
2014-08-25,"1,072.96",484.76,"1,274.50",102.65
2014-08-26,"1,074.05",485.76,"1,283.70",102.50
2014-08-27,"1,072.27",484.46,"1,281.70",102.72
2014-08-28,"1,065.80",484.06,"1,289.30",102.46
2014-08-29,"1,064.81",483.83,"1,285.70",103.19
2014-09-01,"1,058.21",0.00,0.00,102.79
2014-09-02,"1,065.43",482.27,"1,264.90",100.34
2014-09-03,"1,057.79",481.15,"1,268.60",102.77
2014-09-04,"1,056.56",483.11,"1,262.40",101.83
2014-09-05,"1,050.11",484.22,"1,268.10",100.82
2014-09-08,0.00,485.77,"1,262.20",100.20
2014-09-09,"1,037.03",484.60,0.00,99.16
2014-09-10,"1,032.90",485.11,"1,248.30",98.04
2014-09-11,"1,027.43",485.71,0.00,98.08
2014-09-12,"1,033.82",484.94,"1,227.00",97.11
2014-09-15,"1,038.79",480.59,"1,232.80",96.65
2014-09-16,"1,036.07",478.66,"1,235.90",99.05
2014-09-17,"1,043.16",479.57,"1,222.50",98.97
2014-09-18,"1,034.67",477.73,"1,220.40",97.70
2014-09-19,"1,020.58",477.65,"1,218.30",98.39
2014-09-22,999.69,476.69,"1,213.40",96.97
2014-09-23,"1,002.38",475.74,0.00,96.85
2014-09-24,"1,004.22",476.04,"1,216.80",96.95
2014-09-25,999.66,475.12,"1,209.70",97.00
2014-09-26,"1,009.17",475.32,0.00,97.00
2014-09-29,"1,005.38",475.39,"1,214.80",97.20
2014-09-30,"1,009.01",473.42,"1,208.80",94.67
2014-10-01,0.00,473.66,"1,213.40",94.16
2014-10-02,0.00,472.20,"1,214.20",93.42
2014-10-03,0.00,470.64,"1,191.30",92.31
2014-10-06,0.00,472.64,"1,207.60",92.79
2014-10-07,0.00,474.01,"1,210.20",92.11
2014-10-08,"1,006.30",472.80,"1,216.70",91.38
2014-10-09,"1,015.73",472.59,"1,225.00",90.05
2014-10-10,"1,004.30",471.91,"1,221.40",90.21
2014-10-13,"1,016.69",470.55,"1,227.00",88.89
2014-10-14,"1,019.39",471.16,"1,235.80",85.04
2014-10-15,"1,017.34",466.06,"1,245.40",83.78
2014-10-16,"1,010.28",464.70,"1,236.70",84.47
2014-10-17,"1,008.32",461.89,"1,237.50",86.16
2014-10-20,"1,011.21",460.53,"1,243.90",85.40
2014-10-21,"1,011.26",461.77,0.00,86.22
2014-10-22,"1,013.78",459.95,0.00,84.71
2014-10-23,"1,017.82",460.32,"1,227.90",86.83
2014-10-24,"1,026.15",458.32,"1,230.70",86.13
2014-10-27,"1,017.64",458.94,"1,228.60",85.83
2014-10-28,"1,018.68",459.04,"1,230.70",86.03
2014-10-29,"1,028.13",460.99,0.00,87.12
2014-10-30,"1,025.72",460.39,"1,198.90",86.24
2014-10-31,"1,025.18",458.92,"1,173.30",85.86
2014-11-03,"1,014.19",458.98,"1,165.00",84.78
2014-11-04,"1,007.39",457.63,"1,167.80",82.82
2014-11-05,986.72,457.70,"1,139.80",82.95
2014-11-06,991.34,457.92,"1,140.00",82.86
2014-11-07,"1,000.62",456.39,"1,169.70",83.39
2014-11-10,"1,009.27",455.63,"1,150.90",82.34
2014-11-11,"1,004.07",457.46,"1,165.50",81.67
2014-11-12,"1,013.43",456.39,"1,157.50",80.38
2014-11-13,"1,010.56",454.31,"1,164.50",77.92
2014-11-14,"1,003.30",453.56,"1,187.10",79.41
2014-11-17,"1,006.10",454.08,"1,182.70",79.31
2014-11-18,999.53,454.37,"1,197.10",78.47
2014-11-19,998.94,451.97,"1,193.50",78.10
2014-11-20,998.49,453.24,"1,191.90",79.33
2014-11-21,"1,001.36",454.70,"1,200.30",80.36
2014-11-24,999.36,455.88,"1,196.50",79.68
2014-11-25,"1,004.77",456.61,0.00,78.33
2014-11-26,998.41,456.27,"1,197.00",77.75
2014-11-27,"1,007.78",0.00,0.00,72.58
2014-11-28,998.85,454.64,"1,167.00",70.15
2014-12-01,980.87,455.32,"1,211.90",72.54
2014-12-02,990.28,454.63,"1,197.60",70.54
2014-12-03,991.19,454.20,"1,209.70",69.92
2014-12-04,997.53,452.46,"1,207.50",69.64
2014-12-05,998.98,452.00,"1,189.70",69.07
2014-12-08,992.36,451.75,"1,204.20",66.19
2014-12-09,991.22,450.90,"1,231.10",66.84
2014-12-10,998.18,449.95,"1,228.70",64.24
2014-12-11,995.85,448.86,"1,223.90",63.68
2014-12-12,"1,001.83",449.22,"1,222.40",61.85
2014-12-15,"1,004.60",448.71,"1,198.40",61.06
2014-12-16,993.55,443.36,"1,194.00",59.86
2014-12-17,986.82,440.56,"1,194.70",61.18
2014-12-18,987.46,439.75,"1,198.00",59.27
2014-12-19,991.74,440.72,"1,197.20",61.38
2014-12-22,987.18,440.31,"1,175.10",60.11
2014-12-23,976.47,440.06,"1,175.00",61.69
2014-12-24,981.25,438.81,"1,173.70",60.24
2014-12-25,981.87,0.00,0.00,0.00
2014-12-26,982.35,439.41,"1,194.40",59.45
2014-12-29,991.35,439.46,"1,181.30",57.88
2014-12-30,"1,007.90",439.68,"1,198.90",57.90
2014-12-31,"1,008.50",437.75,"1,183.80",57.33
2015-01-02,0.00,437.59,"1,186.30",56.42
2015-01-05,996.78,435.69,"1,205.50",53.11
2015-01-06,"1,006.85",434.51,"1,218.60",51.10
2015-01-07,"1,002.42",434.64,"1,215.00",51.15
2015-01-08,"1,002.31",434.50,"1,208.70",50.96
2015-01-09,997.49,434.64,"1,219.50",50.11
2015-01-12,992.64,433.63,"1,233.30",47.43
2015-01-13,983.47,432.40,"1,230.30",46.59
2015-01-14,970.54,428.60,"1,230.30",48.69
2015-01-15,976.96,428.75,"1,259.00",47.67
2015-01-16,977.16,429.43,"1,279.70",50.17
2015-01-19,983.76,0.00,0.00,48.84
2015-01-20,978.33,426.88,"1,294.10",47.99
2015-01-21,985.53,426.75,"1,287.60",49.03
2015-01-22,987.39,424.96,"1,300.70",48.52
2015-01-23,985.76,424.39,"1,298.70",48.79
2015-01-26,973.10,424.27,"1,281.40",48.16
2015-01-27,981.21,423.69,"1,288.80",49.60
2015-01-28,980.02,422.96,"1,286.60",48.47
2015-01-29,977.37,422.30,"1,257.70",49.13
2015-01-30,968.25,422.45,"1,283.00",52.99
2015-02-02,978.54,422.81,"1,273.70",54.75
2015-02-03,985.06,425.26,"1,259.70",57.91
2015-02-04,987.18,425.29,"1,271.30",54.16
2015-02-05,984.69,425.95,"1,265.20",56.57
2015-02-06,995.81,424.91,"1,232.60",57.80
2015-02-09,990.42,425.17,"1,238.20",58.34
2015-02-10,992.02,417.11,"1,234.10",56.43
2015-02-11,992.37,416.11,"1,219.70",54.66
2015-02-12,990.31,415.90,"1,221.10",57.05
2015-02-13,"1,002.80",418.72,"1,228.10",61.52
2015-02-16,"1,006.07",0.00,0.00,61.40
2015-02-17,"1,003.06",418.49,"1,207.40",62.53
2015-02-18,0.00,417.50,"1,210.20",60.53
2015-02-19,0.00,419.00,"1,205.00",60.21
2015-02-20,0.00,418.48,"1,199.10",60.22
2015-02-23,0.00,417.76,"1,201.20",58.90
2015-02-24,0.00,419.93,"1,196.50",58.66
2015-02-25,995.10,419.42,"1,203.00",61.63
2015-02-26,"1,004.77",419.67,"1,208.60",60.05
2015-02-27,"1,005.59",420.92,"1,213.60",62.58
2015-03-02,"1,010.51",421.57,"1,206.40",59.54
2015-03-03,"1,003.23",421.69,"1,201.20",61.02
2015-03-04,"1,001.04",421.67,"1,198.00",60.55
2015-03-05,991.12,421.35,"1,196.30",60.48
2015-03-06,985.91,419.44,0.00,59.73
2015-03-09,984.30,418.71,"1,166.30",58.53
2015-03-10,977.31,416.93,"1,161.30",56.39
2015-03-11,979.67,415.86,"1,150.00",57.54
2015-03-12,987.43,415.84,"1,152.30",57.08
2015-03-13,985.39,414.53,"1,152.70",54.67
2015-03-16,982.74,413.99,"1,153.80",53.44
2015-03-17,980.24,412.74,"1,148.30",53.51
2015-03-18,970.10,412.97,"1,167.30",55.91
2015-03-19,974.74,413.71,"1,170.30",54.43
2015-03-20,974.93,415.29,"1,185.40",55.32
2015-03-23,989.86,417.03,"1,182.90",55.92
2015-03-24,995.12,417.35,"1,190.00",55.11
2015-03-25,986.30,417.37,"1,198.80",56.48
2015-03-26,989.62,416.92,"1,204.90",59.19
2015-03-27,983.61,416.60,"1,196.30",56.41
2015-03-30,978.13,416.91,"1,185.30",56.29
2015-03-31,973.41,414.98,"1,183.20",55.11
2015-04-01,974.34,414.84,"1,204.20",57.10
2015-04-02,975.69,414.00,"1,201.40",54.95
2015-04-03,974.09,0.00,0.00,0.00
2015-04-06,0.00,414.95,"1,214.20",58.12
2015-04-07,974.86,415.20,"1,209.50",59.10
2015-04-08,971.45,415.02,"1,202.90",55.55
2015-04-09,961.03,415.56,"1,194.30",56.57
2015-04-10,955.71,415.62,"1,207.30",57.87
2015-04-13,969.37,415.13,"1,199.20",57.93
2015-04-14,966.52,413.98,"1,192.30",58.43
2015-04-15,966.43,413.53,"1,202.90",60.32
2015-04-16,973.09,412.88,"1,197.80",63.98
2015-04-17,974.01,413.39,"1,204.10",63.45
2015-04-20,972.32,413.61,"1,192.90",63.45
2015-04-21,977.41,413.50,"1,201.70",62.08
2015-04-22,983.15,413.68,"1,186.50",62.73
2015-04-23,979.62,414.86,"1,193.80",64.85
2015-04-24,991.89,415.99,"1,176.80",65.28
2015-04-27,"1,007.60",416.87,"1,205.50",64.83
2015-04-28,"1,007.74",418.06,"1,205.30",64.64
2015-04-29,996.68,419.24,"1,201.90",65.84
2015-04-30,"1,008.69",421.15,"1,183.00",66.78
2015-05-01,0.00,421.31,"1,177.50",66.46
2015-05-04,"1,019.87",422.75,"1,189.40",66.45
2015-05-05,"1,024.63",423.63,"1,192.90",67.52
2015-05-06,"1,033.05",425.46,"1,193.80",67.77
2015-05-07,"1,023.46",425.12,"1,182.50",65.54
2015-05-08,"1,021.80",428.54,"1,186.90",65.39
2015-05-11,"1,025.56",428.13,"1,179.30",64.91
2015-05-12,"1,016.63",428.59,"1,179.30",66.86
2015-05-13,"1,019.75",429.86,"1,194.80",66.81
2015-05-14,"1,014.68",430.32,"1,215.80",66.59
2015-05-15,"1,016.69",430.18,"1,221.90",66.81
2015-05-18,"1,017.65",429.44,"1,224.70",66.27
2015-05-19,"1,009.42",427.02,"1,225.10",64.02
2015-05-20,989.52,426.47,"1,206.90",65.03
2015-05-21,995.67,426.02,"1,210.80",66.54
2015-05-22,998.16,423.51,"1,205.70",65.37
2015-05-25,992.33,0.00,0.00,65.52
2015-05-26,994.38,423.87,"1,187.40",63.72
2015-05-27,996.60,0.00,0.00,62.06
2015-05-28,"1,000.04",423.62,"1,187.80",62.58
2015-05-29,"1,001.85",424.74,"1,190.30",65.56
2015-06-01,"1,001.65",426.15,"1,188.80",64.88
2015-06-02,"1,006.08",426.37,"1,193.20",65.49
2015-06-03,995.77,425.61,"1,185.50",63.80
2015-06-04,996.93,426.50,"1,175.30",62.03
2015-06-05,989.48,425.26,"1,169.70",63.31
2015-06-08,987.70,426.34,"1,172.90",62.69
2015-06-09,987.21,426.40,"1,175.50",64.88
2015-06-10,995.55,425.67,"1,185.00",65.70
2015-06-11,995.63,424.49,"1,180.70",65.11
2015-06-12,978.57,424.09,"1,180.10",63.87
2015-06-15,975.31,421.36,"1,185.50",62.61
2015-06-16,974.08,422.45,"1,179.30",63.70
2015-06-17,966.19,422.06,"1,183.70",63.87
2015-06-18,965.58,422.18,"1,201.30",64.26
2015-06-19,967.05,422.14,"1,200.30",63.02
2015-06-22,0.00,423.26,"1,183.00",63.34
2015-06-23,969.52,423.95,"1,176.80",64.45
2015-06-24,972.94,423.31,"1,172.80",63.49
2015-06-25,963.98,423.52,"1,172.20",63.20
2015-06-26,965.76,424.67,"1,170.50",63.26
2015-06-29,963.78,423.96,"1,179.50",62.01
2015-06-30,950.07,426.29,"1,171.10",63.59
2015-07-01,958.94,424.78,"1,168.70",62.01
2015-07-02,962.12,423.29,"1,165.70",62.07
2015-07-03,960.87,0.00,0.00,60.32
2015-07-06,935.91,422.27,"1,167.30",56.54
2015-07-07,921.61,419.44,"1,153.50",56.85
2015-07-08,883.01,419.54,"1,158.70",57.05
2015-07-09,916.16,420.55,"1,158.40",58.61
2015-07-10,916.28,419.76,"1,162.90",58.73
2015-07-13,914.40,420.06,"1,157.40",57.85
2015-07-14,915.50,419.59,"1,153.90",58.51
2015-07-15,916.04,418.29,"1,145.10",57.05
2015-07-16,913.42,418.56,"1,143.70",57.51
2015-07-17,910.59,415.48,"1,133.50",57.10
2015-07-20,915.64,414.40,"1,095.10",56.65
2015-07-21,916.12,414.11,"1,101.00",57.04
2015-07-22,907.49,412.97,"1,091.70",56.13
2015-07-23,907.10,412.59,"1,087.80",55.27
2015-07-24,895.13,409.96,"1,097.50",54.62
2015-07-27,892.68,407.19,"1,093.90",53.47
2015-07-28,896.08,411.40,"1,097.10",53.30
2015-07-29,906.05,410.42,"1,096.90",53.38
2015-07-30,900.94,410.72,"1,087.30",53.31
2015-07-31,901.52,410.37,"1,094.90",52.21
2015-08-03,893.27,410.51,"1,085.30",49.52
2015-08-04,896.84,410.06,"1,087.10",49.99
2015-08-05,899.87,410.24,"1,084.30",49.59
2015-08-06,893.24,409.39,"1,088.90",49.52
2015-08-07,893.22,406.92,"1,093.10",48.61
2015-08-10,895.60,409.18,"1,104.20",50.41
2015-08-11,907.85,407.56,"1,107.80",49.18
2015-08-12,920.56,406.60,"1,123.20",49.66
2015-08-13,925.28,408.32,"1,115.00",49.22
2015-08-14,919.40,411.39,"1,114.70",49.03
2015-08-17,913.70,410.76,"1,117.00",48.74
2015-08-18,907.47,410.95,"1,117.00",48.81
2015-08-19,907.05,410.20,"1,133.60",47.16
2015-08-20,901.48,411.53,"1,151.70",46.62
2015-08-21,904.58,410.09,"1,160.60",45.46
2015-08-24,874.74,407.09,"1,153.20",42.69
2015-08-25,873.55,404.94,"1,139.70",43.21
2015-08-26,871.58,402.81,"1,124.50",43.14
2015-08-27,883.08,404.85,"1,119.50",47.56
2015-08-28,892.71,405.21,"1,132.50",50.05
2015-08-31,886.91,406.30,"1,134.00",54.15
2015-09-01,889.73,405.46,"1,138.20",49.56
2015-09-02,887.41,406.02,"1,132.20",50.50
2015-09-03,0.00,405.54,"1,124.00",50.68
2015-09-04,0.00,404.59,"1,120.70",49.61
2015-09-07,884.46,0.00,0.00,47.63
2015-09-08,890.34,404.98,"1,119.90",49.52
2015-09-09,898.94,405.18,"1,106.60",47.58
2015-09-10,905.53,406.26,"1,111.10",48.89
2015-09-11,904.39,407.25,"1,103.00",48.14
2015-09-14,896.62,407.71,"1,108.40",46.37
2015-09-15,890.47,407.75,"1,103.20",46.63
2015-09-16,898.90,406.28,"1,119.90",49.75
2015-09-17,896.61,405.98,"1,130.50",49.08
2015-09-18,892.70,404.46,"1,138.50",47.47
2015-09-21,893.48,406.90,"1,132.60",48.92
2015-09-22,886.71,405.19,"1,123.00",49.08
2015-09-23,883.34,405.57,"1,130.00",47.75
2015-09-24,883.29,405.93,"1,151.50",48.17
2015-09-25,885.75,406.07,"1,147.50",48.60
2015-09-28,875.58,404.82,"1,133.20",47.34
2015-09-29,866.54,403.57,"1,126.70",48.23
2015-09-30,870.64,403.13,"1,115.30",48.37
2015-10-01,0.00,402.35,"1,114.20",47.69
2015-10-02,0.00,401.85,"1,138.60",48.13
2015-10-05,0.00,399.37,"1,135.60",49.25
2015-10-06,0.00,400.18,"1,146.40",51.92
2015-10-07,0.00,399.98,"1,145.50",51.33
2015-10-08,878.70,399.76,"1,140.80",53.05
2015-10-09,894.66,394.16,"1,157.10",52.65
2015-10-12,892.14,396.52,"1,162.30",49.86
2015-10-13,888.57,399.12,"1,166.20",49.24
2015-10-14,886.61,397.79,"1,188.80",49.15
2015-10-15,887.43,397.63,"1,187.00",48.71
2015-10-16,881.32,397.35,"1,179.90",50.46
2015-10-19,875.83,398.03,"1,169.70",48.61
2015-10-20,875.57,398.04,"1,176.00",48.71
2015-10-21,871.28,396.82,"1,167.30",47.85
2015-10-22,876.48,396.05,"1,166.80",48.08
2015-10-23,878.27,396.26,"1,164.60",47.99
2015-10-26,869.46,395.66,"1,165.40",47.54
2015-10-27,868.68,395.88,"1,164.50",46.81
2015-10-28,864.33,395.12,"1,182.70",49.05
2015-10-29,864.67,393.89,"1,144.90",48.80
2015-10-30,861.50,395.15,"1,141.80",49.56
2015-11-02,860.91,393.48,"1,132.70",48.79
2015-11-03,854.10,393.58,"1,117.50",50.54
2015-11-04,857.96,394.10,"1,108.10",48.58
2015-11-05,848.93,392.15,"1,104.50",47.98
2015-11-06,848.86,391.00,"1,087.60",47.42
2015-11-09,846.40,385.27,"1,088.20",47.19
2015-11-10,845.90,384.22,"1,091.20",47.44
2015-11-11,839.67,383.95,"1,084.20",45.81
2015-11-12,841.21,383.65,"1,086.60",44.06
2015-11-13,838.81,383.55,"1,081.00",43.61
2015-11-16,832.29,383.43,"1,085.40",44.56
2015-11-17,826.77,384.08,"1,068.80",43.57
2015-11-18,822.86,382.89,"1,071.00",44.14
2015-11-19,810.35,382.59,"1,080.50",44.18
2015-11-20,812.60,383.29,"1,082.90",44.66
2015-11-23,805.90,382.94,"1,068.60",44.83
2015-11-24,818.59,382.22,"1,074.80",46.12
2015-11-25,825.96,383.85,"1,072.00",46.17
2015-11-26,833.65,0.00,0.00,45.46
2015-11-27,828.89,383.82,"1,055.90",44.86
2015-11-30,821.47,384.22,"1,064.40",44.61
2015-12-01,828.52,385.23,"1,068.70",44.44
2015-12-02,832.97,385.53,"1,052.10",42.49
2015-12-03,824.30,385.89,"1,062.00",43.84
2015-12-04,825.02,386.75,"1,086.80",43.00
2015-12-07,837.33,385.96,"1,071.00",40.73
2015-12-08,821.58,385.29,"1,074.50",40.26
2015-12-09,821.60,384.90,"1,073.50",40.11
2015-12-10,817.81,381.66,"1,072.60",39.73
2015-12-11,828.87,380.46,"1,076.00",37.93
2015-12-14,831.13,379.74,"1,060.00",37.92
2015-12-15,826.63,378.88,"1,061.80",38.45
2015-12-16,829.58,371.63,"1,073.70",37.19
2015-12-17,826.35,376.42,"1,051.90",37.06
2015-12-18,838.05,377.33,"1,065.40",36.88
2015-12-21,854.88,377.26,"1,078.50",36.35
2015-12-22,853.47,376.31,"1,073.80",36.11
2015-12-23,850.01,372.22,"1,070.00",37.36
2015-12-24,849.33,372.37,"1,077.80",37.89
2015-12-25,851.48,0.00,0.00,0.00
2015-12-28,843.91,371.17,"1,074.30",36.62
2015-12-29,856.72,371.76,"1,079.70",37.79
2015-12-30,861.04,373.69,"1,061.00",36.46
2015-12-31,862.03,374.70,"1,059.10",37.28
2016-01-04,851.96,374.74,"1,074.50",37.22
2016-01-05,857.46,375.01,"1,079.10",36.42
2016-01-06,849.22,377.30,"1,092.60",34.23
2016-01-07,849.41,375.89,"1,109.00",33.75
2016-01-08,847.98,377.84,"1,102.00",33.55
2016-01-11,838.24,373.94,"1,098.00",31.55
2016-01-12,829.26,375.60,"1,088.50",30.86
2016-01-13,831.26,375.59,"1,093.90",30.31
2016-01-14,836.13,376.09,"1,079.30",31.03
2016-01-15,835.54,376.57,"1,089.40",28.94
2016-01-18,850.76,0.00,"1,089.70",28.55
2016-01-19,858.15,377.25,"1,088.70",28.76
2016-01-20,850.83,377.69,"1,109.80",27.88
2016-01-21,848.37,377.64,"1,103.00",29.25
2016-01-22,856.74,376.83,"1,100.50",32.18
2016-01-25,854.85,378.93,"1,106.10",30.50
2016-01-26,857.75,380.19,"1,119.00",31.80
2016-01-27,867.80,381.63,"1,115.80",33.10
2016-01-28,859.03,382.20,"1,114.70",33.89
2016-01-29,857.56,383.26,"1,118.00",34.74
2016-02-01,859.25,383.15,"1,128.60",34.24
2016-02-02,861.98,384.32,"1,129.00",32.72
2016-02-03,863.57,385.76,"1,143.40",35.04
2016-02-04,875.04,386.71,"1,156.40",34.46
2016-02-05,871.02,385.94,"1,173.90",34.06
2016-02-08,0.00,385.21,"1,191.60",32.88
2016-02-09,0.00,384.45,"1,189.20",30.32
2016-02-10,0.00,385.33,"1,197.70",30.84
2016-02-11,0.00,385.23,"1,246.70",30.06
2016-02-12,0.00,384.93,"1,239.00",33.36
2016-02-15,875.24,0.00,0.00,33.39
2016-02-16,876.21,384.51,"1,201.00",32.18
2016-02-17,872.68,385.66,"1,207.80",34.50
2016-02-18,876.51,385.41,"1,236.80",34.28
2016-02-19,885.56,385.01,"1,228.00",33.01
2016-02-22,897.99,385.36,"1,208.30",34.69
2016-02-23,895.89,384.61,"1,223.60",33.27
2016-02-24,895.68,384.84,"1,240.70",34.41
2016-02-25,894.21,384.09,"1,241.50",35.29
2016-02-26,889.85,383.40,"1,222.90",35.10
2016-02-29,890.15,383.63,"1,241.00",35.97
2016-03-01,897.40,383.61,"1,231.50",36.81
2016-03-02,902.51,383.90,"1,239.60",36.93
2016-03-03,903.72,385.02,"1,265.00",37.07
2016-03-04,918.98,387.33,"1,260.00",38.72
2016-03-07,937.13,388.00,"1,266.70",40.84
