,纳斯达克指数
2004-07-12,1936.9200
2004-07-13,1931.6600
2004-07-14,1914.8800
2004-07-15,1912.7100
2004-07-16,1883.1500
2004-07-19,1883.8300
2004-07-20,1917.0700
2004-07-21,1874.3700
2004-07-22,1889.0600
2004-07-23,1849.0900
2004-07-26,1839.0200
2004-07-27,1869.1000
2004-07-28,1858.2600
2004-07-29,1881.0600
2004-07-30,1887.3600
2004-08-02,1892.0900
2004-08-03,1859.4200
2004-08-04,1855.0600
2004-08-05,1821.6300
2004-08-06,1776.8900
2004-08-09,1774.6400
2004-08-10,1808.7000
2004-08-11,1782.4200
2004-08-12,1752.4900
2004-08-13,1757.2200
2004-08-16,1782.8400
2004-08-17,1795.2500
2004-08-18,1831.3700
2004-08-19,1819.8900
2004-08-20,1838.0200
2004-08-23,1838.7000
2004-08-24,1836.8900
2004-08-25,1860.7200
2004-08-26,1852.9200
2004-08-27,1862.0900
2004-08-30,1836.4900
2004-08-31,1838.1000
2004-09-01,1850.4100
2004-09-02,1873.4300
2004-09-03,1844.4800
2004-09-06,1844.4800
2004-09-07,1858.5600
2004-09-08,1850.6400
2004-09-09,1869.6500
2004-09-10,1894.3100
2004-09-13,1910.3800
2004-09-14,1915.4000
2004-09-15,1896.5200
2004-09-16,1904.0800
2004-09-17,1910.0900
2004-09-20,1908.0700
2004-09-21,1921.1800
2004-09-22,1885.7100
2004-09-23,1886.4300
2004-09-24,1879.4800
2004-09-27,1859.8800
2004-09-28,1869.8700
2004-09-29,1893.9400
2004-09-30,1896.8400
2004-10-08,1919.9700
2004-10-11,1928.7600
2004-10-12,1925.1700
2004-10-13,1920.5300
2004-10-14,1903.0200
2004-10-15,1911.5000
2004-10-18,1936.5200
2004-10-19,1922.9000
2004-10-20,1932.9700
2004-10-21,1953.6200
2004-10-22,1915.1400
2004-10-25,1914.0400
2004-10-26,1928.7900
2004-10-27,1969.9900
2004-10-28,1975.7400
2004-10-29,1974.9900
2004-11-01,1979.8700
2004-11-02,1984.7900
2004-11-03,2004.3300
2004-11-04,2023.6300
2004-11-05,2038.9400
2004-11-08,2039.2500
2004-11-09,2043.3300
2004-11-10,2034.5600
2004-11-11,2061.2700
2004-11-12,2085.3400
2004-11-15,2094.0900
2004-11-16,2078.6200
2004-11-17,2099.6800
2004-11-18,2104.2800
2004-11-19,2070.6300
2004-11-22,2085.1900
2004-11-23,2084.2800
2004-11-24,2102.5400
2004-11-25,2102.5400
2004-11-26,2101.9700
2004-11-29,2106.8700
2004-11-30,2096.8100
2004-12-01,2138.2300
2004-12-02,2143.5700
2004-12-03,2147.9600
2004-12-06,2151.2500
2004-12-07,2114.6600
2004-12-08,2126.1100
2004-12-09,2129.0100
2004-12-10,2128.0700
2004-12-13,2148.5000
2004-12-14,2159.8400
2004-12-15,2162.5500
2004-12-16,2146.1500
2004-12-17,2135.2000
2004-12-20,2127.8500
2004-12-21,2150.9100
2004-12-22,2157.0300
2004-12-23,2160.6200
2004-12-24,2160.6200
2004-12-27,2154.2200
2004-12-28,2177.1900
2004-12-29,2177.0000
2004-12-30,2178.3400
2004-12-31,2175.4400
2005-01-04,2107.8600
2005-01-05,2091.2400
2005-01-06,2090.0000
2005-01-07,2088.6100
2005-01-10,2097.0400
2005-01-11,2079.6200
2005-01-12,2092.5300
2005-01-13,2070.5600
2005-01-14,2087.9100
2005-01-17,2087.9100
2005-01-18,2106.0400
2005-01-19,2073.5900
2005-01-20,2045.8800
2005-01-21,2034.2700
2005-01-24,2008.7000
2005-01-25,2019.9500
2005-01-26,2046.0900
2005-01-27,2047.1500
2005-01-28,2035.8300
2005-01-31,2062.4100
2005-02-01,2068.7000
2005-02-02,2075.0600
2005-02-03,2057.6400
2005-02-04,2086.6600
2005-02-16,2087.4300
2005-02-17,2061.3400
2005-02-18,2058.6200
2005-02-21,2058.6200
2005-02-22,2030.3200
2005-02-23,2031.2500
2005-02-24,2051.7000
2005-02-25,2065.4000
2005-02-28,2051.7200
2005-03-01,2071.2500
2005-03-02,2067.5000
2005-03-03,2058.4000
2005-03-04,2070.6100
2005-03-07,2090.2100
2005-03-08,2073.5500
2005-03-09,2061.2900
2005-03-10,2059.7200
2005-03-11,2041.6000
2005-03-14,2051.0400
2005-03-15,2034.9800
2005-03-16,2015.7500
2005-03-17,2016.4200
2005-03-18,2007.7900
2005-03-21,2007.5100
2005-03-22,1989.3400
2005-03-23,1990.2200
2005-03-24,1991.0600
2005-03-25,1991.0600
2005-03-28,1992.5200
2005-03-29,1973.8800
2005-03-30,2005.6700
2005-03-31,1999.2300
2005-04-01,1984.8100
2005-04-04,1991.0700
2005-04-05,1999.3200
2005-04-06,1999.1400
2005-04-07,2018.7900
2005-04-08,1999.3500
2005-04-11,1992.1200
2005-04-12,2005.4000
2005-04-13,1974.3700
2005-04-14,1946.7100
2005-04-15,1908.1500
2005-04-18,1912.9200
2005-04-19,1932.3600
2005-04-20,1913.7600
2005-04-21,1962.4100
2005-04-22,1932.1900
2005-04-25,1950.7800
2005-04-26,1927.4400
2005-04-27,1930.4300
2005-04-28,1904.1800
2005-04-29,1921.6500
2005-05-09,1979.6700
2005-05-10,1962.7700
2005-05-11,1971.5500
2005-05-12,1963.8800
2005-05-13,1976.7800
2005-05-16,1994.4300
2005-05-17,2004.1500
2005-05-18,2030.6500
2005-05-19,2042.5800
2005-05-20,2046.4200
2005-05-23,2056.6500
2005-05-24,2061.6200
2005-05-25,2050.1200
2005-05-26,2071.2400
2005-05-27,2075.7300
2005-05-30,2075.7300
2005-05-31,2068.2200
2005-06-01,2087.8600
2005-06-02,2097.8000
2005-06-03,2071.4300
2005-06-06,2075.7600
2005-06-07,2067.1600
2005-06-08,2060.1800
2005-06-09,2076.9100
2005-06-10,2063.0000
2005-06-13,2068.9600
2005-06-14,2069.0400
2005-06-15,2074.9200
2005-06-16,2089.1500
2005-06-17,2090.1100
2005-06-20,2088.1300
2005-06-21,2091.0700
2005-06-22,2092.0300
2005-06-23,2070.6600
2005-06-24,2053.2700
2005-06-27,2045.2000
2005-06-28,2069.8900
2005-06-29,2068.8900
2005-06-30,2056.9600
2005-07-01,2057.3700
2005-07-04,2057.3700
2005-07-05,2078.7500
2005-07-06,2068.6500
2005-07-07,2075.6600
2005-07-08,2112.8800
2005-07-11,2135.4300
2005-07-12,2143.1500
2005-07-13,2144.1100
2005-07-14,2152.8200
2005-07-15,2156.7800
2005-07-18,2144.8700
2005-07-19,2173.1800
2005-07-20,2188.5700
2005-07-21,2178.6000
2005-07-22,2179.7400
2005-07-25,2166.7400
2005-07-26,2175.9900
2005-07-27,2186.2200
2005-07-28,2198.4400
2005-07-29,2184.8300
2005-08-01,2195.3800
2005-08-02,2218.1500
2005-08-03,2216.8100
2005-08-04,2191.3200
2005-08-05,2177.9100
2005-08-08,2164.3900
2005-08-09,2174.1900
2005-08-10,2157.8100
2005-08-11,2174.5500
2005-08-12,2156.9000
2005-08-15,2167.0400
2005-08-16,2137.0600
2005-08-17,2145.1500
2005-08-18,2136.0800
2005-08-19,2135.5600
2005-08-22,2141.4100
2005-08-23,2137.2500
2005-08-24,2128.9100
2005-08-25,2134.3700
2005-08-26,2120.7700
2005-08-29,2137.6500
2005-08-30,2129.7600
2005-08-31,2152.0900
2005-09-01,2147.9000
2005-09-02,2141.0700
2005-09-05,2141.0700
2005-09-06,2166.8600
2005-09-07,2172.0300
2005-09-08,2166.0300
2005-09-09,2175.5100
2005-09-12,2182.8300
2005-09-13,2171.7500
2005-09-14,2149.3300
2005-09-15,2146.1500
2005-09-16,2160.3500
2005-09-19,2145.2600
2005-09-20,2131.3300
2005-09-21,2106.6400
2005-09-22,2110.7800
2005-09-23,2116.8400
2005-09-26,2121.4600
2005-09-27,2116.4200
2005-09-28,2115.4000
2005-09-29,2141.2200
2005-09-30,2151.6900
2005-10-10,2078.9200
2005-10-11,2061.0900
2005-10-12,2037.4700
2005-10-13,2047.2200
2005-10-14,2064.8300
2005-10-17,2070.3000
2005-10-18,2056.0000
2005-10-19,2091.2400
2005-10-20,2068.1100
2005-10-21,2082.2100
2005-10-24,2115.8300
2005-10-25,2109.4500
2005-10-26,2100.0500
2005-10-27,2063.8100
2005-10-28,2089.8800
2005-10-31,2120.3000
2005-11-01,2114.0500
2005-11-02,2144.3100
2005-11-03,2160.2200
2005-11-04,2169.4300
2005-11-07,2178.2400
2005-11-08,2172.0700
2005-11-09,2175.8100
2005-11-10,2196.6800
2005-11-11,2202.4700
2005-11-14,2200.9500
2005-11-15,2186.7400
2005-11-16,2187.9300
2005-11-17,2220.4600
2005-11-18,2227.0700
2005-11-21,2241.6700
2005-11-22,2253.5600
2005-11-23,2259.9800
2005-11-24,2259.9800
2005-11-25,2263.0100
2005-11-28,2239.3700
2005-11-29,2232.7100
2005-11-30,2232.8200
2005-12-01,2267.1700
2005-12-02,2273.3700
2005-12-05,2257.6400
2005-12-06,2260.7600
2005-12-07,2252.0100
2005-12-08,2246.4600
2005-12-09,2256.7300
2005-12-12,2260.9500
2005-12-13,2265.0000
2005-12-14,2262.5900
2005-12-15,2260.6300
2005-12-16,2252.4800
2005-12-19,2222.7400
2005-12-20,2222.4200
2005-12-21,2231.6600
2005-12-22,2246.4900
2005-12-23,2249.4200
2005-12-26,2249.4200
2005-12-27,2226.8900
2005-12-28,2228.9400
2005-12-29,2218.1600
2005-12-30,2205.3200
2006-01-04,2263.4600
2006-01-05,2276.8700
2006-01-06,2305.6200
2006-01-09,2318.6900
2006-01-10,2320.3200
2006-01-11,2331.3600
2006-01-12,2316.6900
2006-01-13,2317.0400
2006-01-16,2317.0400
2006-01-17,2302.6900
2006-01-18,2279.6400
2006-01-19,2301.8100
2006-01-20,2247.7000
2006-01-23,2248.4700
2006-01-24,2265.2500
2006-01-25,2260.6500
2006-02-06,2258.8000
2006-02-07,2244.9600
2006-02-08,2266.9800
2006-02-09,2255.8700
2006-02-10,2261.8800
2006-02-13,2239.8100
2006-02-14,2262.1700
2006-02-15,2276.4300
2006-02-16,2294.6300
2006-02-17,2282.3600
2006-02-20,2282.3600
2006-02-21,2262.9600
2006-02-22,2283.1700
2006-02-23,2279.3200
2006-02-24,2287.0400
2006-02-27,2307.1800
2006-02-28,2281.3900
2006-03-01,2314.6400
2006-03-02,2311.1100
2006-03-03,2302.6000
2006-03-06,2286.0300
2006-03-07,2268.3800
2006-03-08,2267.4600
2006-03-09,2249.7200
2006-03-10,2262.0400
2006-03-13,2267.0300
2006-03-14,2295.9000
2006-03-15,2311.8400
2006-03-16,2299.5600
2006-03-17,2306.4800
2006-03-20,2314.1100
2006-03-21,2294.2300
2006-03-22,2303.3500
2006-03-23,2300.1500
2006-03-24,2312.8200
2006-03-27,2315.5800
2006-03-28,2304.4600
2006-03-29,2337.7800
2006-03-30,2340.8200
2006-03-31,2339.7900
2006-04-03,2336.7400
2006-04-04,2345.3600
2006-04-05,2359.7500
2006-04-06,2361.1700
2006-04-07,2339.0200
2006-04-10,2333.2700
2006-04-11,2310.3500
2006-04-12,2314.6800
2006-04-13,2326.1100
2006-04-14,2326.1100
2006-04-17,2311.1600
2006-04-18,2356.1400
2006-04-19,2370.8800
2006-04-20,2362.5500
2006-04-21,2342.8600
2006-04-24,2333.3800
2006-04-25,2330.3000
2006-04-26,2333.6300
2006-04-27,2344.9500
2006-04-28,2322.5700
2006-05-08,2344.9900
2006-05-09,2338.2500
2006-05-10,2320.7400
2006-05-11,2272.7000
2006-05-12,2243.7800
2006-05-15,2238.5200
2006-05-16,2229.1300
2006-05-17,2195.8000
2006-05-18,2180.3200
2006-05-19,2193.8800
2006-05-22,2172.8600
2006-05-23,2158.7600
2006-05-24,2169.1700
2006-05-25,2198.2400
2006-05-26,2210.3700
2006-05-29,2210.3700
2006-05-30,2164.7400
2006-05-31,2178.8800
2006-06-01,2219.8600
2006-06-02,2219.4100
2006-06-05,2169.6200
2006-06-06,2162.7800
2006-06-07,2151.8000
2006-06-08,2145.3200
2006-06-09,2135.0600
2006-06-12,2091.3200
2006-06-13,2072.4700
2006-06-14,2086.0000
2006-06-15,2144.1500
2006-06-16,2129.9500
2006-06-19,2110.4200
2006-06-20,2107.0600
2006-06-21,2141.2000
2006-06-22,2122.9800
2006-06-23,2121.4700
2006-06-26,2133.6700
2006-06-27,2100.2500
2006-06-28,2111.8400
2006-06-29,2174.3800
2006-06-30,2172.0900
2006-07-03,2190.4300
2006-07-04,2190.4300
2006-07-05,2153.3400
2006-07-06,2155.0900
2006-07-07,2130.0600
2006-07-10,2116.9300
2006-07-11,2128.8600
2006-07-12,2090.2400
2006-07-13,2054.1100
2006-07-14,2037.3500
2006-07-17,2037.7200
2006-07-18,2043.2200
2006-07-19,2080.7100
2006-07-20,2039.4200
2006-07-21,2020.3900
2006-07-24,2061.8400
2006-07-25,2073.9000
2006-07-26,2070.4600
2006-07-27,2054.4700
2006-07-28,2094.1400
2006-07-31,2091.4700
2006-08-01,2061.9900
2006-08-02,2078.8100
2006-08-03,2092.3400
2006-08-04,2085.0500
2006-08-07,2072.5000
2006-08-08,2060.8500
2006-08-09,2060.2800
2006-08-10,2071.7400
2006-08-11,2057.7100
2006-08-14,2069.0400
2006-08-15,2115.0100
2006-08-16,2149.5400
2006-08-17,2157.6100
2006-08-18,2163.9500
2006-08-21,2147.7500
2006-08-22,2150.0200
2006-08-23,2134.6600
2006-08-24,2137.1100
2006-08-25,2140.2900
2006-08-28,2160.7000
2006-08-29,2172.3000
2006-08-30,2185.7300
2006-08-31,2183.7500
2006-09-01,2193.1600
2006-09-04,2193.1600
2006-09-05,2205.7000
2006-09-06,2167.8400
2006-09-07,2155.2900
2006-09-08,2165.7900
2006-09-11,2173.2500
2006-09-12,2215.8200
2006-09-13,2227.6700
2006-09-14,2228.7300
2006-09-15,2235.5900
2006-09-18,2235.7500
2006-09-19,2222.3700
2006-09-20,2252.8900
2006-09-21,2237.7500
2006-09-22,2218.9300
2006-09-25,2249.0700
2006-09-26,2261.3400
2006-09-27,2263.3900
2006-09-28,2270.0200
2006-09-29,2258.4300
2006-10-09,2311.7700
2006-10-10,2315.4300
2006-10-11,2308.2700
2006-10-12,2346.1800
2006-10-13,2357.2900
2006-10-16,2363.8400
2006-10-17,2344.9500
2006-10-18,2337.1500
2006-10-19,2340.9400
2006-10-20,2342.3000
2006-10-23,2355.5600
2006-10-24,2344.8400
2006-10-25,2356.5900
2006-10-26,2379.1000
2006-10-27,2350.6200
2006-10-30,2363.7700
2006-10-31,2366.7100
2006-11-01,2334.3500
2006-11-02,2334.0200
2006-11-03,2330.7900
2006-11-06,2365.9500
2006-11-07,2375.8800
2006-11-08,2384.9400
2006-11-09,2376.0100
2006-11-10,2389.7200
2006-11-13,2406.3800
2006-11-14,2430.6600
2006-11-15,2442.7500
2006-11-16,2449.0600
2006-11-17,2445.8600
2006-11-20,2452.7200
2006-11-21,2454.8400
2006-11-22,2465.9800
2006-11-23,2465.9800
2006-11-24,2460.2600
2006-11-27,2405.9200
2006-11-28,2412.6100
2006-11-29,2432.2300
2006-11-30,2431.7700
2006-12-01,2413.2100
2006-12-04,2448.3900
2006-12-05,2452.3800
2006-12-06,2445.8600
2006-12-07,2427.6900
2006-12-08,2437.3600
2006-12-11,2442.8600
2006-12-12,2431.6000
2006-12-13,2432.4100
2006-12-14,2453.8500
2006-12-15,2457.2000
2006-12-18,2435.5700
2006-12-19,2429.5500
2006-12-20,2427.6100
2006-12-21,2415.8500
2006-12-22,2401.1800
2006-12-25,2401.1800
2006-12-26,2413.5100
2006-12-27,2431.2200
2006-12-28,2425.5700
2006-12-29,2415.2900
2007-01-04,2453.4300
2007-01-05,2434.2500
2007-01-08,2438.2000
2007-01-09,2443.8300
2007-01-10,2459.3300
2007-01-11,2484.8500
2007-01-12,2502.8200
2007-01-15,2502.8200
2007-01-16,2497.7800
2007-01-17,2479.4200
2007-01-18,2443.2100
2007-01-19,2451.3100
2007-01-22,2431.0700
2007-01-23,2431.4100
2007-01-24,2466.2800
2007-01-25,2434.2400
2007-01-26,2435.4900
2007-01-29,2441.0900
2007-01-30,2448.6400
2007-01-31,2463.9300
2007-02-01,2468.3800
2007-02-02,2475.8800
2007-02-05,2470.6000
2007-02-06,2471.4900
2007-02-07,2490.5000
2007-02-08,2488.6700
2007-02-09,2459.8200
2007-02-12,2450.3800
2007-02-13,2459.8800
2007-02-14,2488.3800
2007-02-15,2497.1000
2007-02-16,2496.3100
2007-02-26,2504.5200
2007-02-27,2407.8600
2007-02-28,2416.1500
2007-03-01,2404.2100
2007-03-02,2368.0000
2007-03-05,2340.6800
2007-03-06,2385.1400
2007-03-07,2374.6400
2007-03-08,2387.7300
2007-03-09,2387.5500
2007-03-12,2402.2900
2007-03-13,2350.5700
2007-03-14,2371.7400
2007-03-15,2378.7000
2007-03-16,2372.6600
2007-03-19,2394.4100
2007-03-20,2408.2100
2007-03-21,2455.9200
2007-03-22,2451.7400
2007-03-23,2448.9300
2007-03-26,2455.6300
2007-03-27,2437.4300
2007-03-28,2417.1000
2007-03-29,2417.8800
2007-03-30,2421.6400
2007-04-02,2422.2600
2007-04-03,2450.3300
2007-04-04,2458.6900
2007-04-05,2471.3400
2007-04-06,2471.3400
2007-04-09,2469.1800
2007-04-10,2477.6100
2007-04-11,2459.3100
2007-04-12,2480.3200
2007-04-13,2491.9400
2007-04-16,2518.3300
2007-04-17,2516.9500
2007-04-18,2510.5000
2007-04-19,2505.3500
2007-04-20,2526.3900
2007-04-23,2523.6700
2007-04-24,2524.5400
2007-04-25,2547.8900
2007-04-26,2554.4600
2007-04-27,2557.2100
2007-04-30,2525.0900
2007-05-08,2571.7500
2007-05-09,2576.3400
2007-05-10,2533.7400
2007-05-11,2562.2200
2007-05-14,2546.4400
2007-05-15,2525.2900
2007-05-16,2547.4200
2007-05-17,2539.3800
2007-05-18,2558.4500
2007-05-21,2578.7900
2007-05-22,2588.0200
2007-05-23,2577.0500
2007-05-24,2537.9200
2007-05-25,2557.1900
2007-05-28,2557.1900
2007-05-29,2572.0600
2007-05-30,2592.5900
2007-05-31,2604.5200
2007-06-01,2613.9200
2007-06-04,2618.2900
2007-06-05,2611.2300
2007-06-06,2587.1800
2007-06-07,2541.3800
2007-06-08,2573.5400
2007-06-11,2572.1500
2007-06-12,2549.7700
2007-06-13,2582.3100
2007-06-14,2599.4100
2007-06-15,2626.7100
2007-06-18,2626.6000
2007-06-19,2626.7600
2007-06-20,2599.9600
2007-06-21,2616.9600
2007-06-22,2588.9600
2007-06-25,2577.0800
2007-06-26,2574.1600
2007-06-27,2605.3500
2007-06-28,2608.3700
2007-06-29,2603.2300
2007-07-02,2632.3000
2007-07-03,2644.9500
2007-07-04,2644.9500
2007-07-05,2656.6500
2007-07-06,2666.5100
2007-07-09,2670.0200
2007-07-10,2639.1600
2007-07-11,2651.7900
2007-07-12,2701.7300
2007-07-13,2707.0000
2007-07-16,2697.3300
2007-07-17,2712.2900
2007-07-18,2699.4900
2007-07-19,2720.0400
2007-07-20,2687.6000
2007-07-23,2690.5800
2007-07-24,2639.8600
2007-07-25,2648.1700
2007-07-26,2599.3400
2007-07-27,2562.2400
2007-07-30,2583.2800
2007-07-31,2546.2700
2007-08-01,2553.1600
2007-08-02,2575.9800
2007-08-03,2511.2500
2007-08-06,2547.3300
2007-08-07,2561.6000
2007-08-08,2612.9800
2007-08-09,2556.4900
2007-08-10,2544.8900
2007-08-13,2542.2400
2007-08-14,2499.1200
2007-08-15,2458.8300
2007-08-16,2451.0700
2007-08-17,2505.0300
2007-08-20,2508.5900
2007-08-21,2521.3000
2007-08-22,2552.8000
2007-08-23,2541.7000
2007-08-24,2576.6900
2007-08-27,2561.2500
2007-08-28,2500.6400
2007-08-29,2563.1600
2007-08-30,2565.3000
2007-08-31,2596.3600
2007-09-03,2596.3600
2007-09-04,2630.2400
2007-09-05,2605.9500
2007-09-06,2614.3200
2007-09-07,2565.7000
2007-09-10,2559.1100
2007-09-11,2597.4700
2007-09-12,2592.0700
2007-09-13,2601.0600
2007-09-14,2602.1800
2007-09-17,2581.6600
2007-09-18,2651.6600
2007-09-19,2666.4800
2007-09-20,2654.2900
2007-09-21,2671.2200
2007-09-24,2667.9500
2007-09-25,2683.4500
2007-09-26,2699.0300
2007-09-27,2709.5900
2007-09-28,2701.5000
2007-10-08,2787.3700
2007-10-09,2803.9100
2007-10-10,2811.6100
2007-10-11,2772.2000
2007-10-12,2805.6800
2007-10-15,2780.0500
2007-10-16,2763.9100
2007-10-17,2792.6700
2007-10-18,2799.3100
2007-10-19,2725.1600
2007-10-22,2753.9300
2007-10-23,2799.2600
2007-10-24,2774.7600
2007-10-25,2750.8600
2007-10-26,2804.1900
2007-10-29,2817.4400
2007-10-30,2816.7100
2007-10-31,2859.1200
2007-11-01,2794.8300
2007-11-02,2810.3800
2007-11-05,2795.1800
2007-11-06,2825.1800
2007-11-07,2748.7600
2007-11-08,2696.0000
2007-11-09,2627.9400
2007-11-12,2584.1300
2007-11-13,2673.6500
2007-11-14,2644.3200
2007-11-15,2618.5100
2007-11-16,2637.2400
2007-11-19,2593.3800
2007-11-20,2596.8100
2007-11-21,2562.1500
2007-11-22,2562.1500
2007-11-23,2596.6000
2007-11-26,2540.9900
2007-11-27,2580.8000
2007-11-28,2662.9100
2007-11-29,2668.1300
2007-11-30,2660.9600
2007-12-03,2637.1300
2007-12-04,2619.8300
2007-12-05,2666.3600
2007-12-06,2709.0300
2007-12-07,2706.1600
2007-12-10,2718.9500
2007-12-11,2652.3500
2007-12-12,2671.1400
2007-12-13,2668.4900
2007-12-14,2635.7400
2007-12-17,2574.4600
2007-12-18,2596.0300
2007-12-19,2601.0100
2007-12-20,2640.8600
2007-12-21,2691.9900
2007-12-24,2713.5000
2007-12-25,2713.5000
2007-12-26,2724.4100
2007-12-27,2676.7900
2007-12-28,2674.4600
2008-01-02,2609.6300
2008-01-03,2602.6800
2008-01-04,2504.6500
2008-01-07,2499.4600
2008-01-08,2440.5100
2008-01-09,2474.5500
2008-01-10,2488.5200
2008-01-11,2439.9400
2008-01-14,2478.3000
2008-01-15,2417.5900
2008-01-16,2394.5900
2008-01-17,2346.9000
2008-01-18,2340.0200
2008-01-21,2340.0200
2008-01-22,2292.2700
2008-01-23,2316.4100
2008-01-24,2360.9200
2008-01-25,2326.2000
2008-01-28,2349.9100
2008-01-29,2358.0600
2008-01-30,2349.0000
2008-01-31,2389.8600
2008-02-01,2413.3600
2008-02-04,2382.8500
2008-02-05,2309.5700
2008-02-13,2373.9300
2008-02-14,2332.5400
2008-02-15,2321.8000
2008-02-18,2321.8000
2008-02-19,2306.2000
2008-02-20,2327.1000
2008-02-21,2299.7800
2008-02-22,2303.3500
2008-02-25,2327.4800
2008-02-26,2344.9900
2008-02-27,2353.7800
2008-02-28,2331.5700
2008-02-29,2271.4800
2008-03-03,2258.6000
2008-03-04,2260.2800
2008-03-05,2272.8100
2008-03-06,2220.5000
2008-03-07,2212.4900
2008-03-10,2169.3400
2008-03-11,2255.7600
2008-03-12,2243.8700
2008-03-13,2263.6100
2008-03-14,2212.4900
2008-03-17,2177.0100
2008-03-18,2268.2600
2008-03-19,2209.9600
2008-03-20,2258.1100
2008-03-21,2258.1100
2008-03-24,2326.7500
2008-03-25,2341.0500
2008-03-26,2324.3600
2008-03-27,2280.8300
2008-03-28,2261.1800
2008-03-31,2279.1000
2008-04-01,2362.7500
2008-04-02,2361.4000
2008-04-03,2363.3000
2008-04-07,2364.8300
2008-04-08,2348.7600
2008-04-09,2322.1200
2008-04-10,2351.7000
2008-04-11,2290.2400
2008-04-14,2275.8200
2008-04-15,2286.0400
2008-04-16,2350.1100
2008-04-17,2341.8300
2008-04-18,2402.9700
2008-04-21,2408.0400
2008-04-22,2376.9400
2008-04-23,2405.2100
2008-04-24,2428.9200
2008-04-25,2422.9300
2008-04-28,2424.4000
2008-04-29,2426.1000
2008-04-30,2412.8000
2008-05-05,2464.1200
2008-05-06,2483.3100
2008-05-07,2438.4900
2008-05-08,2451.2400
2008-05-09,2445.5200
2008-05-12,2488.4900
2008-05-13,2495.1200
2008-05-14,2496.7000
2008-05-15,2533.7300
2008-05-16,2528.8500
2008-05-19,2516.0900
2008-05-20,2492.2600
2008-05-21,2448.2700
2008-05-22,2464.5800
2008-05-23,2444.6700
2008-05-26,2444.6700
2008-05-27,2481.2400
2008-05-28,2486.7000
2008-05-29,2508.3200
2008-05-30,2522.6600
2008-06-02,2491.5300
2008-06-03,2480.4800
2008-06-04,2503.1400
2008-06-05,2549.9400
2008-06-06,2474.5600
2008-06-10,2448.9400
2008-06-11,2394.0100
2008-06-12,2404.3500
2008-06-13,2454.5000
2008-06-16,2474.7800
2008-06-17,2457.7300
2008-06-18,2429.7100
2008-06-19,2462.0600
2008-06-20,2406.0900
2008-06-23,2385.7400
2008-06-24,2368.2800
2008-06-25,2401.2600
2008-06-26,2321.3700
2008-06-27,2315.6300
2008-06-30,2292.9800
2008-07-01,2304.9700
2008-07-02,2251.4600
2008-07-03,2245.3800
2008-07-04,2245.3800
2008-07-07,2243.3200
2008-07-08,2294.4400
2008-07-09,2234.8900
2008-07-10,2257.8500
2008-07-11,2239.0800
2008-07-14,2212.8700
2008-07-15,2215.7100
2008-07-16,2284.8500
2008-07-17,2312.3000
2008-07-18,2282.7800
2008-07-21,2279.5300
2008-07-22,2303.9600
2008-07-23,2325.8800
2008-07-24,2280.1100
2008-07-25,2310.5300
2008-07-28,2264.2200
2008-07-29,2319.6200
2008-07-30,2329.7200
2008-07-31,2325.5500
2008-08-01,2310.9600
2008-08-04,2285.5600
2008-08-05,2349.8300
2008-08-06,2378.3700
2008-08-07,2355.7300
2008-08-08,2414.1000
2008-08-11,2439.9500
2008-08-12,2430.6100
2008-08-13,2428.6200
2008-08-14,2453.6700
2008-08-15,2452.5200
2008-08-18,2416.9800
2008-08-19,2384.3600
2008-08-20,2389.0800
2008-08-21,2380.3800
2008-08-22,2414.7100
2008-08-25,2365.5900
2008-08-26,2361.9700
2008-08-27,2382.4600
2008-08-28,2411.6400
2008-08-29,2367.5200
2008-09-01,2367.5200
2008-09-02,2349.2400
2008-09-03,2333.7300
2008-09-04,2259.0400
2008-09-05,2255.8800
2008-09-08,2269.7600
2008-09-09,2209.8100
2008-09-10,2228.7000
2008-09-11,2258.2200
2008-09-12,2261.2700
2008-09-16,2207.9000
2008-09-17,2098.8500
2008-09-18,2199.1000
2008-09-19,2273.9000
2008-09-22,2178.9800
2008-09-23,2153.3300
2008-09-24,2155.6800
2008-09-25,2186.5700
2008-09-26,2183.3400
2008-10-06,1862.9600
2008-10-07,1754.8800
2008-10-08,1740.3300
2008-10-09,1645.1200
2008-10-10,1649.5100
2008-10-13,1844.2500
2008-10-14,1779.0100
2008-10-15,1628.3300
2008-10-16,1717.7100
2008-10-17,1711.2900
2008-10-20,1770.0300
2008-10-21,1696.6800
2008-10-22,1615.7500
2008-10-23,1603.9100
2008-10-24,1552.0300
2008-10-27,1505.9000
2008-10-28,1649.4700
2008-10-29,1657.2100
2008-10-30,1698.5200
2008-10-31,1720.9500
2008-11-03,1726.3300
2008-11-04,1780.1200
2008-11-05,1681.6400
2008-11-06,1608.7000
2008-11-07,1647.4000
2008-11-10,1616.7400
2008-11-11,1580.9000
2008-11-12,1499.2100
2008-11-13,1596.7000
2008-11-14,1516.8500
2008-11-17,1482.0500
2008-11-18,1483.2700
2008-11-19,1386.4200
2008-11-20,1316.1200
2008-11-21,1384.3500
2008-11-24,1472.0200
2008-11-25,1464.7300
2008-11-26,1532.1000
2008-11-27,1532.1000
2008-11-28,1535.5700
2008-12-01,1398.0700
2008-12-02,1449.8000
2008-12-03,1492.3800
2008-12-04,1445.5600
2008-12-05,1509.3100
2008-12-08,1571.7400
2008-12-09,1547.3400
2008-12-10,1565.4800
