,富时中国A50期货
,CN.SG
日期,收盘价
Date,close
2012-03-14,
2012-03-15,
2012-03-16,
2012-03-19,
2012-03-20,
2012-03-21,
2012-03-22,
2012-03-23,
2012-03-26,
2012-03-27,
2012-03-28,
2012-03-29,
2012-03-30,
2012-04-05,
2012-04-06,
2012-04-09,
2012-04-10,
2012-04-11,
2012-04-12,
2012-04-13,
2012-04-16,
2012-04-17,
2012-04-18,
2012-04-19,
2012-04-20,
2012-04-23,
2012-04-24,
2012-04-25,
2012-04-26,
2012-04-27,
2012-05-02,
2012-05-03,
2012-05-04,
2012-05-07,
2012-05-08,
2012-05-09,
2012-05-10,
2012-05-11,
2012-05-14,
2012-05-15,
2012-05-16,
2012-05-17,
2012-05-18,
2012-05-21,
2012-05-22,
2012-05-23,
2012-05-24,
2012-05-25,
2012-05-28,
2012-05-29,
2012-05-30,
2012-05-31,
2012-06-01,
2012-06-04,
2012-06-05,
2012-06-06,
2012-06-07,
2012-06-08,
2012-06-11,
2012-06-12,
2012-06-13,
2012-06-14,
2012-06-15,
2012-06-18,
2012-06-19,
2012-06-20,
2012-06-21,
2012-06-25,
2012-06-26,
2012-06-27,
2012-06-28,
2012-06-29,
2012-07-02,
2012-07-03,
2012-07-04,
2012-07-05,
2012-07-06,
2012-07-09,
2012-07-10,
2012-07-11,
2012-07-12,
2012-07-13,
2012-07-16,
2012-07-17,
2012-07-18,
2012-07-19,
2012-07-20,
2012-07-23,
2012-07-24,
2012-07-25,
2012-07-26,
2012-07-27,
2012-07-30,
2012-07-31,
2012-08-01,
2012-08-02,
2012-08-03,
2012-08-06,
2012-08-07,
2012-08-08,
2012-08-09,
2012-08-10,
2012-08-13,
2012-08-14,
2012-08-15,
2012-08-16,
2012-08-17,
2012-08-20,
2012-08-21,
2012-08-22,
2012-08-23,
2012-08-24,
2012-08-27,
2012-08-28,
2012-08-29,
2012-08-30,
2012-08-31,
2012-09-03,
2012-09-04,
2012-09-05,
2012-09-06,
2012-09-07,
2012-09-10,
2012-09-11,
2012-09-12,
2012-09-13,
2012-09-14,
2012-09-17,
2012-09-18,
2012-09-19,
2012-09-20,
2012-09-21,
2012-09-24,
2012-09-25,
2012-09-26,
2012-09-27,
2012-09-28,
2012-10-08,
2012-10-09,
2012-10-10,
2012-10-11,
2012-10-12,
2012-10-15,
2012-10-16,
2012-10-17,
2012-10-18,
2012-10-19,
2012-10-22,
2012-10-23,
2012-10-24,
2012-10-25,
2012-10-26,
2012-10-29,
2012-10-30,
2012-10-31,
2012-11-01,
2012-11-02,
2012-11-05,
2012-11-06,
2012-11-07,
2012-11-08,
2012-11-09,
2012-11-12,
2012-11-13,
2012-11-14,
2012-11-15,
2012-11-16,
2012-11-19,
2012-11-20,
2012-11-21,
2012-11-22,
2012-11-23,
2012-11-26,
2012-11-27,
2012-11-28,
2012-11-29,
2012-11-30,
2012-12-03,
2012-12-04,
2012-12-05,
2012-12-06,
2012-12-07,
2012-12-10,
2012-12-11,
2012-12-12,
2012-12-13,
2012-12-14,
2012-12-17,
2012-12-18,
2012-12-19,
2012-12-20,
2012-12-21,
2012-12-24,
2012-12-25,
2012-12-26,
2012-12-27,
2012-12-28,
2012-12-31,
2013-01-04,
2013-01-07,
2013-01-08,
2013-01-09,
2013-01-10,
2013-01-11,
2013-01-14,
2013-01-15,
2013-01-16,
2013-01-17,
2013-01-18,
2013-01-21,
2013-01-22,
2013-01-23,
2013-01-24,
2013-01-25,
2013-01-28,
2013-01-29,
2013-01-30,
2013-01-31,
2013-02-01,
2013-02-04,
2013-02-05,
2013-02-06,
2013-02-07,
2013-02-08,
2013-02-18,
2013-02-19,
2013-02-20,
2013-02-21,
2013-02-22,
2013-02-25,
2013-02-26,
2013-02-27,
2013-02-28,
2013-03-01,
2013-03-04,
2013-03-05,
2013-03-06,
2013-03-07,
2013-03-08,
2013-03-11,
2013-03-12,
2013-03-13,
2013-03-14,
2013-03-15,
2013-03-18,
2013-03-19,
2013-03-20,
2013-03-21,
2013-03-22,
2013-03-25,
2013-03-26,
2013-03-27,
2013-03-28,
2013-03-29,
2013-04-01,
2013-04-02,
2013-04-03,
2013-04-08,
2013-04-09,
2013-04-10,
2013-04-11,
2013-04-12,
2013-04-15,
2013-04-16,
2013-04-17,
2013-04-18,
2013-04-19,
2013-04-22,
2013-04-23,
2013-04-24,
2013-04-25,
2013-04-26,
2013-05-02,
2013-05-03,
2013-05-06,
2013-05-07,
2013-05-08,
2013-05-09,
2013-05-10,
2013-05-13,
2013-05-14,
2013-05-15,
2013-05-16,
2013-05-17,
2013-05-20,
2013-05-21,
2013-05-22,
2013-05-23,
2013-05-24,
2013-05-27,
2013-05-28,
2013-05-29,
2013-05-30,
2013-05-31,
2013-06-03,
2013-06-04,
2013-06-05,
2013-06-06,
2013-06-07,
2013-06-13,
2013-06-14,
2013-06-17,
2013-06-18,
2013-06-19,
2013-06-20,
2013-06-21,
2013-06-24,
2013-06-25,
2013-06-26,
2013-06-27,
2013-06-28,
2013-07-01,
2013-07-02,
2013-07-03,
2013-07-04,
2013-07-05,
2013-07-08,
2013-07-09,
2013-07-10,
2013-07-11,
2013-07-12,
2013-07-15,
2013-07-16,
2013-07-17,
2013-07-18,
2013-07-19,
2013-07-22,
2013-07-23,
2013-07-24,
2013-07-25,
2013-07-26,
2013-07-29,
2013-07-30,
2013-07-31,
2013-08-01,
2013-08-02,
2013-08-05,
2013-08-06,
2013-08-07,
2013-08-08,
2013-08-09,
2013-08-12,
2013-08-13,
2013-08-14,
2013-08-15,
2013-08-16,
2013-08-19,
2013-08-20,
2013-08-21,
2013-08-22,
2013-08-23,
2013-08-26,
2013-08-27,
2013-08-28,
2013-08-29,
2013-08-30,
2013-09-02,
2013-09-03,
2013-09-04,
2013-09-05,
2013-09-06,
2013-09-09,
2013-09-10,
2013-09-11,
2013-09-12,
2013-09-13,
2013-09-16,
2013-09-17,
2013-09-18,
2013-09-23,
2013-09-24,
2013-09-25,
2013-09-26,
2013-09-27,
2013-09-30,
2013-10-08,
2013-10-09,
2013-10-10,
2013-10-11,
2013-10-14,
2013-10-15,
2013-10-16,
2013-10-17,
2013-10-18,
2013-10-21,
2013-10-22,
2013-10-23,
2013-10-24,
2013-10-25,
2013-10-28,
2013-10-29,
2013-10-30,
2013-10-31,
2013-11-01,
2013-11-04,
2013-11-05,
2013-11-06,
2013-11-07,
2013-11-08,
2013-11-11,
2013-11-12,
2013-11-13,
2013-11-14,
2013-11-15,
2013-11-18,
2013-11-19,
2013-11-20,
2013-11-21,
2013-11-22,
2013-11-25,
2013-11-26,
2013-11-27,
2013-11-28,
2013-11-29,
2013-12-02,
2013-12-03,
2013-12-04,
2013-12-05,
2013-12-06,
2013-12-09,
2013-12-10,
2013-12-11,
2013-12-12,
2013-12-13,
2013-12-16,
2013-12-17,
2013-12-18,
2013-12-19,
2013-12-20,
2013-12-23,
2013-12-24,
2013-12-25,
2013-12-26,
2013-12-27,
2013-12-30,
2013-12-31,
2014-01-02,
2014-01-03,
2014-01-06,
2014-01-07,
2014-01-08,
2014-01-09,
2014-01-10,
2014-01-13,
2014-01-14,
2014-01-15,
2014-01-16,
2014-01-17,
2014-01-20,
2014-01-21,
2014-01-22,
2014-01-23,
2014-01-24,
2014-01-27,
2014-01-28,
2014-01-29,
2014-01-30,
2014-02-07,
2014-02-10,
2014-02-11,
2014-02-12,
2014-02-13,
2014-02-14,
2014-02-17,
2014-02-18,
2014-02-19,
2014-02-20,
2014-02-21,
2014-02-24,
2014-02-25,
2014-02-26,
2014-02-27,
2014-02-28,
2014-03-03,
2014-03-04,
2014-03-05,
2014-03-06,
2014-03-07,
2014-03-10,
2014-03-11,
2014-03-12,
2014-03-13,
2014-03-14,
2014-03-17,
2014-03-18,
2014-03-19,
2014-03-20,
2014-03-21,
2014-03-24,
2014-03-25,
2014-03-26,
2014-03-27,
2014-03-28,
2014-03-31,
2014-04-01,
2014-04-02,
2014-04-03,
2014-04-04,
2014-04-08,
2014-04-09,
2014-04-10,
2014-04-11,
2014-04-14,
2014-04-15,
2014-04-16,
2014-04-17,
2014-04-18,
2014-04-21,
2014-04-22,
2014-04-23,
2014-04-24,
2014-04-25,
2014-04-28,
2014-04-29,
2014-04-30,
2014-05-05,
2014-05-06,
2014-05-07,
2014-05-08,
2014-05-09,
2014-05-12,
2014-05-13,
2014-05-14,
2014-05-15,
2014-05-16,
2014-05-19,
2014-05-20,
2014-05-21,
2014-05-22,
2014-05-23,
2014-05-26,
2014-05-27,
2014-05-28,
2014-05-29,
2014-05-30,
2014-06-03,
2014-06-04,
2014-06-05,
2014-06-06,
2014-06-09,
2014-06-10,
2014-06-11,
2014-06-12,
2014-06-13,
2014-06-16,
2014-06-17,
2014-06-18,
2014-06-19,
2014-06-20,
2014-06-23,
2014-06-24,
2014-06-25,
2014-06-26,
2014-06-27,
2014-06-30,
2014-07-01,
2014-07-02,
2014-07-03,
2014-07-04,
2014-07-07,
2014-07-08,
2014-07-09,
2014-07-10,
2014-07-11,
2014-07-14,
2014-07-15,
2014-07-16,
2014-07-17,
2014-07-18,
2014-07-21,
2014-07-22,
2014-07-23,
2014-07-24,
2014-07-25,
2014-07-28,
2014-07-29,
2014-07-30,
2014-07-31,
2014-08-01,
2014-08-04,
2014-08-05,
2014-08-06,
2014-08-07,
2014-08-08,
2014-08-11,
2014-08-12,
2014-08-13,
2014-08-14,
2014-08-15,
2014-08-18,
2014-08-19,
2014-08-20,
2014-08-21,
2014-08-22,
2014-08-25,
2014-08-26,
2014-08-27,
2014-08-28,
2014-08-29,
2014-09-01,
2014-09-02,
2014-09-03,
2014-09-04,
2014-09-05,
2014-09-09,
2014-09-10,
2014-09-11,
2014-09-12,
2014-09-15,
2014-09-16,
2014-09-17,
2014-09-18,
2014-09-19,
2014-09-22,
2014-09-23,
2014-09-24,
2014-09-25,
2014-09-26,
2014-09-29,
2014-09-30,
2014-10-08,
2014-10-09,
2014-10-10,
2014-10-13,
2014-10-14,
2014-10-15,
2014-10-16,
2014-10-17,
2014-10-20,
2014-10-21,
2014-10-22,
2014-10-23,
2014-10-24,
2014-10-27,
2014-10-28,
2014-10-29,
2014-10-30,
2014-10-31,
2014-11-03,
2014-11-04,
2014-11-05,
2014-11-06,
2014-11-07,
2014-11-10,
2014-11-11,
2014-11-12,
2014-11-13,
2014-11-14,
2014-11-17,
2014-11-18,
2014-11-19,
2014-11-20,
2014-11-21,
2014-11-24,
2014-11-25,
2014-11-26,
2014-11-27,
2014-11-28,
2014-12-01,
2014-12-02,
2014-12-03,
2014-12-04,
2014-12-05,
2014-12-08,
2014-12-09,
2014-12-10,
2014-12-11,
2014-12-12,
2014-12-15,
2014-12-16,
2014-12-17,
2014-12-18,
2014-12-19,
2014-12-22,
2014-12-23,
2014-12-24,
2014-12-25,
2014-12-26,
2014-12-29,
2014-12-30,11085.0000
2014-12-31,11650.0000
2015-01-05,11785.0000
2015-01-06,11782.5000
2015-01-07,11785.0000
2015-01-08,11342.5000
2015-01-09,11282.5000
2015-01-12,11305.0000
2015-01-13,11167.5000
2015-01-14,11152.5000
2015-01-15,11655.0000
2015-01-16,11632.5000
2015-01-19,10152.5000
2015-01-20,10530.0000
2015-01-21,11137.5000
2015-01-22,11025.0000
2015-01-23,11252.5000
2015-01-26,11262.5000
2015-01-27,11055.0000
2015-01-28,10890.0000
2015-01-29,10640.0000
2015-01-30,10495.0000
2015-02-02,10340.0000
2015-02-03,10640.0000
2015-02-04,10435.0000
2015-02-05,10300.0000
2015-02-06,10237.5000
2015-02-09,10440.0000
2015-02-10,10582.5000
2015-02-11,10550.0000
2015-02-12,10650.0000
2015-02-13,10707.5000
2015-02-16,10795.0000
2015-02-17,10780.0000
2015-02-25,10607.5000
2015-02-26,10900.0000
2015-02-27,10872.5000
2015-03-02,10887.5000
2015-03-03,10532.5000
2015-03-04,10432.5000
2015-03-05,10252.5000
2015-03-06,10270.0000
2015-03-09,10522.5000
2015-03-10,10350.0000
2015-03-11,10470.0000
2015-03-12,10802.5000
2015-03-13,10857.5000
2015-03-16,11165.0000
2015-03-17,11262.5000
2015-03-18,11535.0000
2015-03-19,11470.0000
2015-03-20,11755.0000
2015-03-23,11850.0000
2015-03-24,11627.5000
2015-03-25,11560.0000
2015-03-26,11632.5000
2015-03-27,11737.5000
2015-03-30,12110.0000
2015-03-31,11895.0000
2015-04-01,12112.5000
2015-04-02,12010.0000
2015-04-03,12232.5000
2015-04-07,12455.0000
2015-04-08,12617.5000
2015-04-09,12487.5000
2015-04-10,12815.0000
2015-04-13,12995.0000
2015-04-14,13030.0000
2015-04-15,13177.5000
2015-04-16,13945.0000
2015-04-17,13960.0000
2015-04-20,13507.5000
2015-04-21,13905.0000
2015-04-22,14175.0000
2015-04-23,13877.5000
2015-04-24,13935.0000
2015-04-27,14340.0000
2015-04-28,14410.0000
2015-04-29,14317.5000
2015-04-30,14005.0000
2015-05-04,14177.5000
2015-05-05,13632.5000
2015-05-06,13535.0000
2015-05-07,13280.0000
2015-05-08,13417.5000
2015-05-11,13657.5000
2015-05-12,13615.0000
2015-05-13,13325.0000
2015-05-14,13335.0000
2015-05-15,13185.0000
2015-05-18,12890.0000
2015-05-19,13540.0000
2015-05-20,13512.5000
2015-05-21,13687.5000
2015-05-22,14157.5000
2015-05-25,14677.5000
2015-05-26,14582.5000
2015-05-27,14385.0000
2015-05-28,13505.0000
2015-05-29,13310.0000
2015-06-01,13977.5000
2015-06-02,13875.0000
2015-06-03,13775.0000
2015-06-04,14145.0000
2015-06-05,13955.0000
2015-06-08,14797.5000
2015-06-09,14500.0000
2015-06-10,14295.0000
2015-06-11,14290.0000
2015-06-12,14500.0000
2015-06-15,13877.5000
2015-06-16,13490.0000
2015-06-17,13580.0000
2015-06-18,13110.0000
2015-06-19,12555.0000
2015-06-23,12945.0000
2015-06-24,13182.5000
2015-06-25,12845.0000
2015-06-26,11617.5000
2015-06-29,11410.0000
2015-06-30,12410.0000
2015-07-01,11575.0000
2015-07-02,11835.0000
2015-07-03,11282.5000
2015-07-06,11927.5000
2015-07-07,11850.0000
2015-07-08,10100.0000
2015-07-09,11865.0000
2015-07-10,12397.5000
2015-07-13,12235.0000
2015-07-14,11740.0000
2015-07-15,11670.0000
2015-07-16,11900.0000
2015-07-17,12110.0000
2015-07-20,11850.0000
2015-07-21,11805.0000
2015-07-22,11710.0000
2015-07-23,12177.5000
2015-07-24,11875.0000
2015-07-27,10875.0000
2015-07-28,10857.5000
2015-07-29,10890.0000
2015-07-30,10525.0000
2015-07-31,10560.0000
2015-08-03,10625.0000
2015-08-04,10957.5000
2015-08-05,10795.0000
2015-08-06,10760.0000
2015-08-07,10920.0000
2015-08-10,11380.0000
2015-08-11,11450.0000
2015-08-12,11137.5000
2015-08-13,11260.0000
2015-08-14,11247.5000
2015-08-17,10972.5000
2015-08-18,10500.0000
2015-08-19,10500.0000
2015-08-20,10370.0000
2015-08-21,10040.0000
2015-08-24,8815.0000
2015-08-25,8555.0000
2015-08-26,8547.5000
2015-08-27,9200.0000
2015-08-28,9260.0000
2015-08-31,9267.5000
2015-09-01,9110.0000
2015-09-02,9175.0000
2015-09-07,9155.0000
2015-09-08,9675.0000
2015-09-09,9700.0000
2015-09-10,9677.5000
2015-09-11,9520.0000
2015-09-14,9362.5000
2015-09-15,9357.5000
2015-09-16,9700.0000
2015-09-17,9525.0000
2015-09-18,9502.5000
2015-09-21,9650.0000
2015-09-22,9730.0000
2015-09-23,9522.5000
2015-09-24,9485.0000
2015-09-25,9420.0000
2015-09-28,9325.0000
2015-09-29,9145.0000
2015-09-30,9207.5000
2015-10-08,9580.0000
2015-10-09,9600.0000
2015-10-12,10020.0000
2015-10-13,9812.5000
2015-10-14,9705.0000
2015-10-15,10005.0000
2015-10-16,10112.5000
2015-10-19,10092.5000
2015-10-20,10110.0000
2015-10-21,9937.5000
2015-10-22,10102.5000
2015-10-23,10200.0000
2015-10-26,10177.5000
2015-10-27,10162.5000
2015-10-28,10002.5000
2015-10-29,10020.0000
2015-10-30,10007.5000
2015-11-02,9850.0000
2015-11-03,9835.0000
2015-11-04,10352.5000
2015-11-05,10640.0000
2015-11-06,10800.0000
2015-11-09,10952.5000
2015-11-10,10825.0000
2015-11-11,10805.0000
2015-11-12,10720.0000
2015-11-13,10557.5000
2015-11-16,10460.0000
2015-11-17,10492.5000
2015-11-18,10495.0000
2015-11-19,10660.0000
2015-11-20,10650.0000
2015-11-23,10580.0000
2015-11-24,10562.5000
2015-11-25,10645.0000
2015-11-26,10477.5000
2015-11-27,10007.5000
2015-11-30,9922.5000
2015-12-01,10080.0000
2015-12-02,10587.5000
2015-12-03,10582.5000
2015-12-04,10285.0000
2015-12-07,10270.0000
2015-12-08,10132.5000
2015-12-09,10235.0000
2015-12-10,10087.5000
2015-12-11,10135.0000
2015-12-14,10395.0000
2015-12-15,10217.5000
2015-12-16,10260.0000
2015-12-17,10547.5000
2015-12-18,10600.0000
2015-12-21,10945.0000
2015-12-22,10932.5000
2015-12-23,10900.0000
2015-12-24,10925.0000
2015-12-25,10925.0000
2015-12-28,10527.5000
2015-12-29,10585.0000
2015-12-30,10435.0000
2015-12-31,10470.0000
2016-01-04,9730.0000
2016-01-05,10022.5000
2016-01-06,10045.0000
2016-01-07,9400.0000
2016-01-08,9785.0000
2016-01-11,9265.0000
2016-01-12,9375.0000
2016-01-13,9250.0000
2016-01-14,9370.0000
2016-01-15,9100.0000
2016-01-18,9167.5000
2016-01-19,9480.0000
2016-01-20,9180.0000
2016-01-21,9030.0000
2016-01-22,9150.0000
2016-01-25,9190.0000
2016-01-26,8827.5000
2016-01-27,8630.0000
2016-01-28,8625.0000
2016-01-29,8802.5000
2016-02-01,8540.0000
2016-02-02,8800.0000
2016-02-03,8680.0000
2016-02-04,8800.0000
2016-02-05,8750.0000
2016-02-15,
2016-02-16,8940.0000
2016-02-17,8917.5000
2016-02-18,9030.0000
2016-02-19,8990.0000
2016-02-22,9222.5000
2016-02-23,9040.0000
2016-02-24,9140.0000
2016-02-25,8620.0000
2016-02-26,8805.0000
2016-02-29,8650.0000
2016-03-01,8810.0000
2016-03-02,9090.0000
2016-03-03,9125.0000
2016-03-04,9380.0000
2016-03-07,9330.0000
2016-03-08,9270.0000
2016-03-09,9227.5000
2016-03-10,9075.0000
2016-03-11,9182.5000
2016-03-14,9255.0000
2016-03-15,9240.0000
2016-03-16,9392.5000
2016-03-17,9490.0000
2016-03-18,9575.0000
2016-03-21,9787.5000
2016-03-22,9647.5000
2016-03-23,9660.0000
2016-03-24,9497.5000
2016-03-25,9630.0000
2016-03-28,9482.5000
2016-03-29,9407.5000
2016-03-30,9727.5000
2016-03-31,9600.0000
2016-04-01,9590.0000
2016-04-05,9650.0000
2016-04-06,9620.0000
2016-04-07,9495.0000
2016-04-08,9525.0000
2016-04-11,9595.0000
2016-04-12,9590.0000
2016-04-13,9765.0000
2016-04-14,9720.0000
2016-04-15,9730.0000
2016-04-18,9635.0000
2016-04-19,9675.0000
2016-04-20,9520.0000
2016-04-21,9575.0000
2016-04-22,9657.5000
2016-04-25,9577.5000
2016-04-26,9660.0000
2016-04-27,9612.5000
2016-04-28,9562.5000
2016-04-29,9532.5000
2016-05-03,9630.0000
2016-05-04,9630.0000
2016-05-05,9615.0000
2016-05-06,9362.5000
2016-05-09,9217.5000
2016-05-10,9315.0000
2016-05-11,9260.0000
2016-05-12,9327.5000
2016-05-13,9295.0000
2016-05-16,9305.0000
2016-05-17,9322.5000
2016-05-18,9285.0000
2016-05-19,9285.0000
2016-05-20,9362.5000
2016-05-23,9330.0000
2016-05-24,9320.0000
2016-05-25,9340.0000
2016-05-26,9372.5000
2016-05-27,9147.5000
2016-05-30,9142.5000
2016-05-31,9495.0000
2016-06-01,9395.0000
2016-06-02,9402.5000
2016-06-03,9417.5000
2016-06-06,9357.5000
2016-06-07,9387.5000
2016-06-08,9342.5000
2016-06-13,9052.5000
2016-06-14,9150.0000
2016-06-15,9155.0000
2016-06-16,9155.0000
2016-06-17,9205.0000
2016-06-20,9215.0000
2016-06-21,9200.0000
2016-06-22,9260.0000
2016-06-23,9187.5000
2016-06-24,9157.5000
2016-06-27,9227.5000
2016-06-28,9107.5000
2016-06-29,9210.0000
2016-06-30,9235.0000
2016-07-01,9282.5000
2016-07-04,9417.5000
2016-07-05,9362.5000
2016-07-06,9362.5000
2016-07-07,9367.5000
2016-07-08,9357.5000
2016-07-11,9400.0000
2016-07-12,9620.0000
2016-07-13,9635.0000
2016-07-14,9577.5000
2016-07-15,9597.5000
2016-07-18,9570.0000
2016-07-19,9477.5000
2016-07-20,9482.5000
2016-07-21,9542.5000
2016-07-22,9422.5000
2016-07-25,9460.0000
2016-07-26,9540.0000
2016-07-27,9485.0000
2016-07-28,9505.0000
2016-07-29,9442.5000
2016-08-01,9430.0000
2016-08-02,9397.5000
2016-08-03,9380.0000
2016-08-04,9390.0000
2016-08-05,9452.5000
2016-08-08,9497.5000
2016-08-09,9557.5000
2016-08-10,9555.0000
2016-08-11,9615.0000
2016-08-12,9827.5000
2016-08-15,10100.0000
2016-08-16,9925.0000
2016-08-17,9875.0000
2016-08-18,9820.0000
2016-08-19,9857.5000
2016-08-22,9842.5000
2016-08-23,9862.5000
2016-08-24,9822.5000
2016-08-25,9742.5000
2016-08-26,9767.5000
2016-08-29,9737.5000
2016-08-30,9780.0000
2016-08-31,9825.0000
2016-09-01,9762.5000
2016-09-02,9832.5000
2016-09-05,9867.5000
2016-09-06,9862.5000
2016-09-07,9845.0000
2016-09-08,9857.5000
2016-09-09,9800.0000
2016-09-12,9582.5000
2016-09-13,9602.5000
2016-09-14,9527.5000
2016-09-19,9655.0000
2016-09-20,9637.5000
2016-09-21,9600.0000
2016-09-22,9665.0000
2016-09-23,9615.0000
2016-09-26,9457.5000
2016-09-27,9585.0000
2016-09-28,9570.0000
2016-09-29,9605.0000
2016-09-30,9567.5000
2016-10-10,9740.0000
2016-10-11,9712.5000
2016-10-12,9667.5000
2016-10-13,9640.0000
2016-10-14,9740.0000
2016-10-17,9615.0000
2016-10-18,9792.5000
2016-10-19,9745.0000
2016-10-20,9760.0000
2016-10-21,9817.5000
2016-10-24,10010.0000
2016-10-25,9932.5000
2016-10-26,9850.0000
2016-10-27,9872.5000
2016-10-28,9912.5000
2016-10-31,9870.0000
2016-11-01,9920.0000
2016-11-02,9840.0000
2016-11-03,9927.5000
2016-11-04,9917.5000
2016-11-07,9947.5000
2016-11-08,9995.0000
2016-11-09,9925.0000
2016-11-10,10035.0000
2016-11-11,10102.5000
2016-11-14,10110.0000
2016-11-15,10072.5000
2016-11-16,10047.5000
2016-11-17,10060.0000
2016-11-18,10072.5000
2016-11-21,10205.0000
2016-11-22,10285.0000
2016-11-23,10360.0000
2016-11-24,10355.0000
2016-11-25,10497.5000
2016-11-28,10587.5000
2016-11-29,10717.5000
2016-11-30,10580.0000
2016-12-01,10630.0000
2016-12-02,10560.0000
2016-12-05,10407.5000
2016-12-06,10390.0000
2016-12-07,10405.0000
2016-12-08,10382.5000
2016-12-09,10590.0000
2016-12-12,10460.0000
2016-12-13,10387.5000
2016-12-14,10360.0000
2016-12-15,10105.0000
2016-12-16,10070.0000
2016-12-19,10012.5000
2016-12-20,9912.5000
2016-12-21,10017.5000
2016-12-22,9970.0000
2016-12-23,9892.5000
2016-12-26,10020.0000
2016-12-27,9992.5000
2016-12-28,9930.0000
2016-12-29,9927.5000
2016-12-30,9962.5000
2017-01-03,10087.5000
2017-01-04,10180.0000
2017-01-05,10187.5000
2017-01-06,10127.5000
2017-01-09,10155.0000
2017-01-10,10130.0000
2017-01-11,10090.0000
2017-01-12,10060.0000
2017-01-13,10127.5000
2017-01-16,10197.5000
2017-01-17,10222.5000
2017-01-18,10260.0000
2017-01-19,10230.0000
2017-01-20,10300.0000
2017-01-23,10277.5000
2017-01-24,10332.5000
2017-01-25,10380.0000
2017-01-26,10432.5000
2017-02-03,10330.0000
2017-02-06,10325.0000
2017-02-07,10250.0000
2017-02-08,10297.5000
2017-02-09,10342.5000
2017-02-10,10415.0000
2017-02-13,10472.5000
2017-02-14,10450.0000
2017-02-15,10470.0000
2017-02-16,10492.5000
2017-02-17,10435.0000
2017-02-20,10625.0000
2017-02-21,10570.0000
2017-02-22,10590.0000
2017-02-23,10545.0000
2017-02-24,10572.5000
2017-02-27,10485.0000
2017-02-28,10467.5000
2017-03-01,10465.0000
2017-03-02,10352.5000
2017-03-03,10347.5000
2017-03-06,10370.0000
2017-03-07,10407.5000
2017-03-08,10400.0000
2017-03-09,10310.0000
2017-03-10,10332.5000
2017-03-13,10402.5000
2017-03-14,10382.5000
2017-03-15,10385.0000
2017-03-16,10492.5000
2017-03-17,10325.0000
2017-03-20,10375.0000
2017-03-21,10387.5000
2017-03-22,10295.0000
2017-03-23,10332.5000
2017-03-24,10467.5000
2017-03-27,10435.0000
2017-03-28,10385.0000
2017-03-29,10442.5000
2017-03-30,10367.5000
2017-03-31,10452.5000
2017-04-05,10542.5000
2017-04-06,10530.0000
2017-04-07,10530.0000
2017-04-10,10452.5000
2017-04-11,10457.5000
2017-04-12,10467.5000
2017-04-13,10435.0000
2017-04-14,10355.0000
2017-04-17,10337.5000
2017-04-18,10302.5000
2017-04-19,10212.5000
2017-04-20,10322.5000
2017-04-21,10357.5000
2017-04-24,10310.0000
2017-04-25,10385.0000
2017-04-26,10392.5000
2017-04-27,10390.0000
2017-04-28,10385.0000
2017-05-02,10317.5000
2017-05-03,10287.5000
2017-05-04,10282.5000
2017-05-05,10235.0000
2017-05-08,10225.0000
2017-05-09,10262.5000
2017-05-10,10305.0000
2017-05-11,10370.0000
2017-05-12,10590.0000
2017-05-15,10590.0000
2017-05-16,10575.0000
2017-05-17,10507.5000
2017-05-18,10462.5000
2017-05-19,10502.5000
2017-05-22,10595.0000
2017-05-23,10745.0000
2017-05-24,10715.0000
2017-05-25,10992.5000
2017-05-26,10977.5000
2017-05-31,11032.5000
2017-06-01,11137.5000
2017-06-02,11037.5000
2017-06-05,10902.5000
2017-06-06,11000.0000
2017-06-07,11100.0000
2017-06-08,11215.0000
2017-06-09,11300.0000
2017-06-12,11240.0000
2017-06-13,11237.5000
2017-06-14,11092.5000
2017-06-15,10987.5000
2017-06-16,10980.0000
2017-06-19,11095.0000
2017-06-20,11052.5000
2017-06-21,11170.0000
2017-06-22,11257.5000
2017-06-23,11355.0000
2017-06-26,11465.0000
2017-06-27,11470.0000
2017-06-28,11337.5000
2017-06-29,11380.0000
2017-06-30,11362.5000
2017-07-03,11270.0000
2017-07-04,11157.5000
2017-07-05,11345.0000
2017-07-06,11370.0000
2017-07-07,11295.0000
2017-07-10,11335.0000
2017-07-11,11525.0000
2017-07-12,11455.0000
2017-07-13,11652.5000
2017-07-14,11720.0000
2017-07-17,11772.5000
2017-07-18,11720.0000
2017-07-19,11882.5000
2017-07-20,11910.0000
2017-07-21,11820.0000
2017-07-24,11882.5000
2017-07-25,11867.5000
2017-07-26,11807.5000
2017-07-27,11837.5000
2017-07-28,11837.5000
2017-07-31,11850.0000
2017-08-01,12005.0000
2017-08-02,11995.0000
2017-08-03,11832.5000
2017-08-04,11745.0000
2017-08-07,11812.5000
2017-08-08,11795.0000
2017-08-09,11700.0000
2017-08-10,11630.0000
2017-08-11,11405.0000
2017-08-14,11545.0000
2017-08-15,11617.5000
2017-08-16,11625.0000
2017-08-17,11620.0000
2017-08-18,11642.5000
2017-08-21,11682.5000
2017-08-22,11785.0000
2017-08-23,11905.0000
2017-08-24,11840.0000
2017-08-25,12145.0000
2017-08-28,12240.0000
2017-08-29,12215.0000
2017-08-30,12195.0000
2017-08-31,12095.0000
2017-09-01,12110.0000
2017-09-04,12130.0000
2017-09-05,12217.5000
2017-09-06,12137.5000
